Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 07/09/2023
TIME       : 09:43:35
FILENAME   : C:\Users\jamar\Documents\Masters Thesis Project\Magueyes\CSV\VEI_S2_230907094335_X4479.CSV
CREATED BY : Diver-Office 12.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=24
  Status                  =Started =0
  Serial number           =..00-X4479  324.
  Instrument number       =          UTC-4     
                          =0
  Location                =VEI_S2
  Sample period           =M15
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


[Series settings]
  Serial number           =..00-X4479  324.
  Instrument number       =          UTC-4     
  Location                =VEI_S2
  Sample period           =00 00:15:00 0
  Sample method           =T   
  Start date / time       =48:30:11 17/08/23
  End date / time         =48:30:09 07/09/23
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =400       CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


Date/time,Pressure[cmH2O],Temperature[°C],2:Spec.cond.[ms/cm]
2023/08/21 16:45:48,1280.483,30.110,51.020
2023/08/21 17:00:48,1280.017,30.117,51.020
2023/08/21 17:15:48,1281.825,30.093,51.036
2023/08/21 17:30:48,1283.458,30.077,51.012
2023/08/21 17:45:48,1280.892,30.053,50.956
2023/08/21 18:00:48,1281.067,30.053,51.008
2023/08/21 18:15:48,1281.067,30.030,50.988
2023/08/21 18:30:48,1282.000,30.000,50.956
2023/08/21 18:45:48,1280.192,29.990,50.968
2023/08/21 19:00:48,1284.683,29.977,50.952
2023/08/21 19:15:48,1283.050,29.983,50.908
2023/08/21 19:30:48,1279.725,29.960,50.896
2023/08/21 19:45:48,1280.600,29.953,50.888
2023/08/21 20:00:48,1282.117,29.960,50.900
2023/08/21 20:15:48,1279.725,29.967,50.888
2023/08/21 20:30:48,1277.742,29.953,50.884
2023/08/21 20:45:48,1280.600,29.960,50.840
2023/08/21 21:00:48,1279.725,29.953,50.860
2023/08/21 21:15:48,1277.450,29.953,50.828
2023/08/21 21:30:48,1277.917,29.907,50.744
2023/08/21 21:45:48,1279.725,29.797,50.600
2023/08/21 22:00:48,1277.625,29.733,50.512
2023/08/21 22:15:48,1276.983,29.727,50.548
2023/08/21 22:30:48,1278.500,29.750,50.540
2023/08/21 22:45:48,1276.225,29.773,50.532
2023/08/21 23:00:48,1276.225,29.773,50.520
2023/08/21 23:15:48,1274.767,29.773,50.540
2023/08/21 23:30:48,1273.367,29.757,50.504
2023/08/21 23:45:48,1274.300,29.763,50.488
2023/08/22 00:00:48,1271.442,29.733,50.488
2023/08/22 00:15:48,1270.508,29.740,50.480
2023/08/22 00:30:48,1271.150,29.750,50.528
2023/08/22 00:45:48,1270.508,29.763,50.532
2023/08/22 01:00:48,1267.067,29.763,50.532
2023/08/22 01:15:48,1267.592,29.633,50.928
2023/08/22 01:30:48,1267.650,29.570,50.852
2023/08/22 01:45:48,1266.192,29.553,50.828
2023/08/22 02:00:48,1264.208,29.560,50.816
2023/08/22 02:15:48,1265.375,29.583,50.844
2023/08/22 02:30:48,1266.483,29.577,50.828
2023/08/22 02:45:48,1263.333,29.577,50.868
2023/08/22 03:00:48,1263.158,29.570,50.824
2023/08/22 03:15:48,1264.383,29.560,50.812
2023/08/22 03:30:48,1264.208,29.553,50.808
2023/08/22 03:45:48,1262.225,29.537,50.816
2023/08/22 04:00:48,1263.742,29.507,50.764
2023/08/22 04:15:48,1266.192,29.453,50.764
2023/08/22 04:30:48,1264.967,29.397,50.688
2023/08/22 04:45:48,1263.158,29.343,50.652
2023/08/22 05:00:48,1264.792,29.327,50.596
2023/08/22 05:15:48,1264.967,29.303,50.640
2023/08/22 05:30:48,1263.742,29.320,50.596
2023/08/22 05:45:48,1264.033,29.350,50.616
2023/08/22 06:00:48,1266.017,29.310,50.640
2023/08/22 06:15:48,1262.867,29.367,50.680
2023/08/22 06:30:48,1263.625,29.397,50.668
2023/08/22 06:45:48,1264.792,29.453,50.732
2023/08/22 07:00:48,1265.083,29.490,50.756
2023/08/22 07:15:48,1264.033,29.490,50.764
2023/08/22 07:30:48,1266.017,29.500,50.776
2023/08/22 07:45:48,1266.017,29.523,50.800
2023/08/22 08:00:48,1265.725,29.570,50.828
2023/08/22 08:15:48,1264.500,29.577,50.832
2023/08/22 08:30:48,1266.600,29.537,50.808
2023/08/22 08:45:48,1266.775,29.547,50.796
2023/08/22 09:00:48,1263.625,29.513,50.756
2023/08/22 09:15:48,1265.550,29.513,50.796
2023/08/22 09:30:48,1265.550,29.513,50.752
2023/08/22 09:45:48,1266.600,29.513,50.772
2023/08/22 10:00:48,1266.483,29.453,50.760
2023/08/22 10:15:48,1267.242,29.460,50.736
2023/08/22 10:30:48,1267.242,29.467,50.764
2023/08/22 10:45:48,1268.583,29.453,50.784
2023/08/22 11:00:48,1267.067,29.443,50.740
2023/08/22 11:15:48,1268.583,29.453,50.708
2023/08/22 11:30:48,1266.892,29.467,50.700
2023/08/22 11:45:48,1269.458,29.453,50.700
2023/08/22 12:00:48,1268.292,29.430,50.672
2023/08/22 12:15:48,1268.583,29.443,50.708
2023/08/22 12:30:48,1266.775,29.437,50.688
2023/08/22 12:45:48,1267.825,29.413,50.664
2023/08/22 13:00:48,1266.600,29.420,50.700
2023/08/22 13:15:48,1266.017,29.453,50.708
2023/08/22 13:30:48,1266.600,29.467,50.740
2023/08/22 13:45:48,1267.067,29.483,50.736
2023/08/22 14:00:48,1267.242,29.477,50.704
2023/08/22 14:15:48,1267.533,29.483,50.712
2023/08/22 14:30:48,1267.242,29.490,50.712
2023/08/22 14:45:48,1269.050,29.490,50.704
2023/08/22 15:00:48,1271.267,29.483,50.720
2023/08/22 15:15:48,1269.633,29.507,50.752
2023/08/22 15:30:48,1269.750,29.507,50.732
2023/08/22 15:45:48,1270.858,29.513,50.748
2023/08/22 16:00:48,1272.783,29.513,50.744
2023/08/22 16:15:48,1272.492,29.537,50.788
2023/08/22 16:30:48,1272.667,29.513,50.776
2023/08/22 16:45:48,1275.058,29.513,50.740
2023/08/22 17:00:48,1274.008,29.513,50.760
2023/08/22 17:15:48,1273.250,29.500,50.768
2023/08/22 17:30:48,1274.883,29.523,50.812
2023/08/22 17:45:48,1275.175,29.483,50.768
2023/08/22 18:00:48,1274.300,29.467,50.752
2023/08/22 18:15:48,1274.125,29.453,50.728
2023/08/22 18:30:48,1274.592,29.460,50.748
2023/08/22 18:45:48,1275.350,29.453,50.732
2023/08/22 19:00:48,1273.833,29.443,50.748
2023/08/22 19:15:48,1274.125,29.420,50.736
2023/08/22 19:30:48,1275.350,29.420,50.720
2023/08/22 19:45:48,1274.592,29.413,50.680
2023/08/22 20:00:48,1273.717,29.420,50.680
2023/08/22 20:15:48,1275.933,29.420,50.700
2023/08/22 20:30:48,1275.642,29.390,50.676
2023/08/22 20:45:48,1271.558,29.397,50.680
2023/08/22 21:00:48,1273.250,29.373,50.628
2023/08/22 21:15:48,1275.350,29.367,50.648
2023/08/22 21:30:48,1271.558,29.360,50.660
2023/08/22 21:45:48,1271.908,29.343,50.608
2023/08/22 22:00:48,1272.958,29.327,50.576
2023/08/22 22:15:48,1270.858,29.327,50.604
2023/08/22 22:30:48,1268.583,29.320,50.584
2023/08/22 22:45:48,1271.908,29.297,50.572
2023/08/22 23:00:48,1270.508,29.297,50.564
2023/08/22 23:15:48,1269.867,29.280,50.548
2023/08/22 23:30:48,1267.475,29.273,50.540
2023/08/22 23:45:48,1270.917,29.273,50.540
2023/08/23 00:00:48,1268.233,29.280,50.540
2023/08/23 00:15:48,1265.783,29.257,50.516
2023/08/23 00:30:48,1266.717,29.263,50.524
2023/08/23 00:45:48,1265.083,29.233,50.492
2023/08/23 01:00:48,1264.150,29.233,50.496
2023/08/23 01:15:48,1262.808,29.233,50.504
2023/08/23 01:30:48,1263.392,29.210,50.512
2023/08/23 01:45:48,1260.533,29.217,50.504
2023/08/23 02:00:48,1260.825,29.203,50.464
2023/08/23 02:15:48,1261.175,29.180,50.956
2023/08/23 02:30:48,1259.075,29.157,50.952
2023/08/23 02:45:48,1260.008,29.157,50.928
2023/08/23 03:00:48,1259.833,29.110,50.892
2023/08/23 03:15:48,1258.783,29.047,50.824
2023/08/23 03:30:48,1259.075,29.037,50.780
2023/08/23 03:45:48,1260.417,29.013,50.820
2023/08/23 04:00:48,1258.025,29.030,50.800
2023/08/23 04:15:48,1259.717,29.023,50.792
2023/08/23 04:30:48,1259.717,29.007,50.780
2023/08/23 04:45:48,1261.817,28.967,50.756
2023/08/23 05:00:48,1260.300,28.967,50.772
2023/08/23 05:15:48,1260.767,28.960,50.724
2023/08/23 05:30:48,1262.108,29.007,50.800
2023/08/23 05:45:48,1261.817,28.983,50.800
2023/08/23 06:00:48,1262.108,29.013,50.844
2023/08/23 06:15:48,1262.225,29.023,50.820
2023/08/23 06:30:48,1260.008,29.037,50.844
2023/08/23 06:45:48,1261.933,29.047,50.860
2023/08/23 07:00:48,1263.450,29.083,50.848
2023/08/23 07:15:48,1261.817,29.093,50.872
2023/08/23 07:30:48,1260.767,29.100,50.888
2023/08/23 07:45:48,1262.575,29.140,50.932
2023/08/23 08:00:48,1263.567,29.170,50.948
2023/08/23 08:15:48,1263.567,29.180,50.948
2023/08/23 08:30:48,1262.808,29.187,50.960
2023/08/23 08:45:48,1264.733,29.203,50.468
2023/08/23 09:00:48,1264.908,29.180,50.944
2023/08/23 09:15:48,1264.150,29.170,50.944
2023/08/23 09:30:48,1264.908,29.193,50.500
2023/08/23 09:45:48,1263.567,29.180,50.956
2023/08/23 10:00:48,1264.617,29.193,50.504
2023/08/23 10:15:48,1264.033,29.193,50.508
2023/08/23 10:30:48,1262.925,29.217,50.524
2023/08/23 10:45:48,1265.375,29.217,50.520
2023/08/23 11:00:48,1266.542,29.203,50.500
2023/08/23 11:15:48,1264.617,29.217,50.568
2023/08/23 11:30:48,1266.833,29.240,50.556
2023/08/23 11:45:48,1268.350,29.263,50.596
2023/08/23 12:00:48,1267.067,29.320,50.620
2023/08/23 12:15:48,1269.167,29.333,50.624
2023/08/23 12:30:48,1270.217,29.383,50.676
2023/08/23 12:45:48,1269.050,29.413,50.712
2023/08/23 13:00:48,1267.242,29.460,50.700
2023/08/23 13:15:48,1268.408,29.477,50.708
2023/08/23 13:30:48,1269.458,29.513,50.764
2023/08/23 13:45:48,1268.408,29.537,50.804
2023/08/23 14:00:48,1269.458,29.647,50.904
2023/08/23 14:15:48,1270.392,29.647,50.948
2023/08/23 14:30:48,1270.392,29.693,50.992
2023/08/23 14:45:48,1269.633,29.733,50.548
2023/08/23 15:00:48,1271.150,29.773,50.584
2023/08/23 15:15:48,1272.025,29.820,50.600
2023/08/23 15:30:48,1272.025,29.850,50.624
2023/08/23 15:45:48,1273.250,29.883,50.664
2023/08/23 16:00:48,1274.592,29.930,50.692
2023/08/23 16:15:48,1274.008,29.953,50.692
2023/08/23 16:30:48,1275.175,29.983,50.736
2023/08/23 16:45:48,1275.350,29.983,50.776
2023/08/23 17:00:48,1276.400,30.007,50.760
2023/08/23 17:15:48,1276.867,30.007,50.800
2023/08/23 17:30:48,1275.058,30.013,50.796
2023/08/23 17:45:48,1276.692,30.023,50.800
2023/08/23 18:00:48,1276.108,30.030,50.812
2023/08/23 18:15:48,1278.500,30.047,50.808
2023/08/23 18:30:48,1278.383,30.047,50.836
2023/08/23 18:45:48,1276.983,30.053,50.828
2023/08/23 19:00:48,1276.400,30.053,50.800
2023/08/23 19:15:48,1277.625,30.047,50.800
2023/08/23 19:30:48,1278.675,30.013,50.816
2023/08/23 19:45:48,1275.525,30.007,50.768
2023/08/23 20:00:48,1275.350,30.013,50.780
2023/08/23 20:15:48,1276.867,29.990,50.772
2023/08/23 20:30:48,1275.350,30.000,50.780
2023/08/23 20:45:48,1273.367,29.983,50.764
2023/08/23 21:00:48,1274.767,29.977,50.728
2023/08/23 21:15:48,1275.350,29.967,50.748
2023/08/23 21:30:48,1274.417,29.953,50.636
2023/08/23 21:45:48,1272.783,29.953,50.636
2023/08/23 22:00:48,1272.958,29.937,50.628
2023/08/23 22:15:48,1273.075,29.913,50.656
2023/08/23 22:30:48,1270.392,29.920,50.620
2023/08/23 22:45:48,1270.508,29.907,50.628
2023/08/23 23:00:48,1271.150,29.890,50.624
2023/08/23 23:15:48,1269.458,29.907,50.620
2023/08/23 23:30:48,1268.408,29.897,50.680
2023/08/23 23:45:48,1268.292,29.873,50.632
2023/08/24 00:00:48,1266.892,29.890,50.644
2023/08/24 00:15:48,1265.433,29.873,50.644
2023/08/24 00:30:48,1265.433,29.883,50.664
2023/08/24 00:45:48,1264.383,29.883,50.616
2023/08/24 01:00:48,1263.158,29.827,50.636
2023/08/24 01:15:48,1262.983,29.763,50.580
2023/08/24 01:30:48,1261.933,29.787,50.584
2023/08/24 01:45:48,1259.367,29.757,50.528
2023/08/24 02:00:48,1259.250,29.740,50.516
2023/08/24 02:15:48,1258.667,29.750,50.520
2023/08/24 02:30:48,1257.733,29.763,50.532
2023/08/24 02:45:48,1255.925,29.780,50.520
2023/08/24 03:00:48,1255.633,29.757,50.496
2023/08/24 03:15:48,1255.925,29.750,50.512
2023/08/24 03:30:48,1255.167,29.733,50.532
2023/08/24 03:45:48,1255.633,29.757,50.500
2023/08/24 04:00:48,1255.633,29.740,50.508
2023/08/24 04:15:48,1254.875,29.703,50.952
2023/08/24 04:30:48,1254.292,29.703,50.964
2023/08/24 04:45:48,1256.508,29.710,50.948
2023/08/24 05:00:48,1255.342,29.710,50.960
2023/08/24 05:15:48,1254.700,29.710,50.968
2023/08/24 05:30:48,1256.508,29.663,50.936
2023/08/24 05:45:48,1255.867,29.640,50.932
2023/08/24 06:00:48,1255.750,29.610,50.888
2023/08/24 06:15:48,1257.092,29.610,50.908
2023/08/24 06:30:48,1257.675,29.583,50.876
2023/08/24 06:45:48,1255.750,29.577,50.888
2023/08/24 07:00:48,1255.575,29.583,50.912
2023/08/24 07:15:48,1257.267,29.577,50.776
2023/08/24 07:30:48,1257.558,29.583,50.908
2023/08/24 07:45:48,1258.025,29.583,50.892
2023/08/24 08:00:48,1259.775,29.600,50.860
2023/08/24 08:15:48,1259.075,29.617,50.880
2023/08/24 08:30:48,1259.075,29.663,50.920
2023/08/24 08:45:48,1259.833,29.680,50.940
2023/08/24 09:00:48,1261.525,29.710,50.940
2023/08/24 09:15:48,1261.817,29.757,50.504
2023/08/24 09:30:48,1260.125,29.797,50.512
2023/08/24 09:45:48,1262.983,29.843,50.560
2023/08/24 10:00:48,1263.158,29.867,50.596
2023/08/24 10:15:48,1262.983,29.953,50.640
2023/08/24 10:30:48,1262.867,29.960,50.600
2023/08/24 10:45:48,1263.625,30.013,50.696
2023/08/24 11:00:48,1263.917,30.037,50.760
2023/08/24 11:15:48,1264.967,30.123,50.808
2023/08/24 11:30:48,1264.383,30.193,50.932
2023/08/24 11:45:48,1265.258,30.217,50.924
2023/08/24 12:00:48,1266.775,30.227,50.940
2023/08/24 12:15:48,1268.292,30.273,50.528
2023/08/24 12:30:48,1268.700,30.287,50.556
2023/08/24 12:45:48,1268.875,30.333,50.604
2023/08/24 13:00:48,1269.925,30.420,50.672
2023/08/24 13:15:48,1270.858,30.537,50.780
2023/08/24 13:30:48,1270.392,30.570,50.792
2023/08/24 13:45:48,1270.683,30.610,50.788
2023/08/24 14:00:48,1271.442,30.693,50.852
2023/08/24 14:15:48,1271.442,30.663,50.824
2023/08/24 14:30:48,1272.667,30.680,50.876
2023/08/24 14:45:48,1272.958,30.633,50.828
2023/08/24 15:00:48,1273.075,30.610,50.792
2023/08/24 15:15:48,1273.542,30.617,50.812
2023/08/24 15:30:48,1274.300,30.670,50.820
2023/08/24 15:45:48,1275.350,30.710,50.840
2023/08/24 16:00:48,1275.642,30.733,50.884
2023/08/24 16:15:48,1275.350,30.757,50.920
2023/08/24 16:30:48,1277.917,30.733,50.640
2023/08/24 16:45:48,1277.742,30.733,50.864
2023/08/24 17:00:48,1277.450,30.803,50.492
2023/08/24 17:15:48,1278.967,30.810,50.488
2023/08/24 17:30:48,1279.083,30.780,50.432
2023/08/24 17:45:48,1279.258,30.833,50.476
2023/08/24 18:00:48,1280.600,30.883,50.556
2023/08/24 18:15:48,1280.600,30.750,50.888
2023/08/24 18:30:48,1280.192,30.763,50.436
2023/08/24 18:45:48,1280.483,30.820,50.500
2023/08/24 19:00:48,1282.292,30.873,50.540
2023/08/24 19:15:48,1281.067,30.850,50.472
2023/08/24 19:30:48,1280.892,30.740,50.520
2023/08/24 19:45:48,1280.892,30.757,50.880
2023/08/24 20:00:48,1281.242,30.763,50.424
2023/08/24 20:15:48,1281.358,30.773,50.436
2023/08/24 20:30:48,1280.192,30.780,50.456
2023/08/24 20:45:48,1280.483,30.763,50.408
2023/08/24 21:00:48,1280.308,30.780,50.428
2023/08/24 21:15:48,1277.333,30.797,50.476
2023/08/24 21:30:48,1279.433,30.763,50.420
2023/08/24 21:45:48,1279.258,30.763,50.432
2023/08/24 22:00:48,1276.575,30.780,50.420
2023/08/24 22:15:48,1276.692,30.740,50.852
2023/08/24 22:30:48,1276.575,30.703,50.840
2023/08/24 22:45:48,1274.592,30.680,50.788
2023/08/24 23:00:48,1274.417,30.703,50.816
2023/08/24 23:15:48,1272.783,30.670,50.772
2023/08/24 23:30:48,1271.150,30.663,50.784
2023/08/24 23:45:48,1270.392,30.657,50.288
2023/08/25 00:00:48,1269.342,30.647,50.780
2023/08/25 00:15:48,1267.650,30.640,50.780
2023/08/25 00:30:48,1266.308,30.640,50.744
2023/08/25 00:45:48,1264.792,30.640,50.776
2023/08/25 01:00:48,1262.575,30.623,50.760
2023/08/25 01:15:48,1261.933,30.633,50.704
2023/08/25 01:30:48,1261.642,30.640,50.756
2023/08/25 01:45:48,1259.717,30.617,50.764
2023/08/25 02:00:48,1257.908,30.600,50.732
2023/08/25 02:15:48,1256.975,30.570,50.732
2023/08/25 02:30:48,1256.858,30.577,50.700
2023/08/25 02:45:48,1255.458,30.547,50.676
2023/08/25 03:00:48,1254.408,30.537,50.672
2023/08/25 03:15:48,1254.117,30.530,50.680
2023/08/25 03:30:48,1252.892,30.530,50.668
2023/08/25 03:45:48,1252.483,30.507,50.644
2023/08/25 04:00:48,1253.533,30.500,50.680
2023/08/25 04:15:48,1252.017,30.490,50.644
2023/08/25 04:30:48,1253.067,30.460,50.664
2023/08/25 04:45:48,1253.533,30.453,50.624
2023/08/25 05:00:48,1252.892,30.420,50.568
2023/08/25 05:15:48,1253.242,30.407,50.604
2023/08/25 05:30:48,1254.408,30.390,50.600
2023/08/25 05:45:48,1253.358,30.413,50.400
2023/08/25 06:00:48,1253.242,30.297,50.516
2023/08/25 06:15:48,1254.583,30.233,50.892
2023/08/25 06:30:48,1253.825,30.227,50.912
2023/08/25 06:45:48,1253.650,30.217,50.888
2023/08/25 07:00:48,1254.875,30.193,50.880
2023/08/25 07:15:48,1256.217,30.203,50.864
2023/08/25 07:30:48,1255.050,30.210,50.852
2023/08/25 07:45:48,1255.750,30.203,50.900
2023/08/25 08:00:48,1256.508,30.203,50.888
2023/08/25 08:15:48,1257.733,30.227,50.868
2023/08/25 08:30:48,1257.733,30.227,50.896
2023/08/25 08:45:48,1259.075,30.250,50.412
2023/08/25 09:00:48,1258.783,30.263,50.260
2023/08/25 09:15:48,1258.200,30.263,50.436
2023/08/25 09:30:48,1259.542,30.257,50.432
2023/08/25 09:45:48,1260.125,30.263,50.456
2023/08/25 10:00:48,1259.075,30.310,50.496
2023/08/25 10:15:48,1259.717,30.320,50.468
2023/08/25 10:30:48,1260.008,30.350,49.360
2023/08/25 10:45:48,1259.367,30.367,50.528
2023/08/25 11:00:48,1260.008,30.407,50.584
2023/08/25 11:15:48,1260.125,30.420,50.588
2023/08/25 11:30:48,1260.592,30.477,50.620
2023/08/25 11:45:48,1261.058,30.490,50.648
2023/08/25 12:00:48,1260.767,30.523,50.660
2023/08/25 12:15:48,1260.592,30.593,50.700
2023/08/25 12:30:48,1262.692,30.623,50.752
2023/08/25 12:45:48,1262.692,30.663,50.776
2023/08/25 13:00:48,1263.333,30.670,50.800
2023/08/25 13:15:48,1266.017,30.670,50.776
2023/08/25 13:30:48,1264.967,30.640,50.704
2023/08/25 13:45:48,1264.675,30.680,50.792
2023/08/25 14:00:48,1267.358,30.687,50.828
2023/08/25 14:15:48,1267.242,30.647,50.800
2023/08/25 14:30:48,1267.650,30.663,50.764
2023/08/25 14:45:48,1268.700,30.623,50.744
2023/08/25 15:00:48,1269.925,30.633,50.800
2023/08/25 15:15:48,1271.733,30.633,50.804
2023/08/25 15:30:48,1272.317,30.640,50.784
2023/08/25 15:45:48,1273.250,30.640,50.800
2023/08/25 16:00:48,1272.958,30.577,50.760
2023/08/25 16:15:48,1272.492,30.610,50.768
2023/08/25 16:30:48,1274.883,30.577,50.632
2023/08/25 16:45:48,1275.175,30.577,50.756
2023/08/25 17:00:48,1274.008,30.553,50.640
2023/08/25 17:15:48,1276.575,30.530,50.244
2023/08/25 17:30:48,1276.225,30.530,50.692
2023/08/25 17:45:48,1276.108,30.537,50.700
2023/08/25 18:00:48,1278.033,30.537,50.676
2023/08/25 18:15:48,1280.192,30.513,50.408
2023/08/25 18:30:48,1276.692,30.460,50.632
2023/08/25 18:45:48,1279.550,30.453,50.604
2023/08/25 19:00:48,1280.192,30.420,50.584
2023/08/25 19:15:48,1276.983,30.420,50.472
2023/08/25 19:30:48,1279.258,30.407,50.552
2023/08/25 19:45:48,1279.083,30.367,50.532
2023/08/25 20:00:48,1276.983,30.343,50.492
2023/08/25 20:15:48,1276.400,30.327,50.488
2023/08/25 20:30:48,1279.083,30.310,50.444
2023/08/25 20:45:48,1276.400,30.287,50.440
2023/08/25 21:00:48,1276.108,30.273,50.432
2023/08/25 21:15:48,1278.967,30.233,50.880
2023/08/25 21:30:48,1276.867,30.210,50.884
2023/08/25 21:45:48,1275.175,30.193,50.860
2023/08/25 22:00:48,1277.450,30.147,50.772
2023/08/25 22:15:48,1276.983,30.180,50.808
2023/08/25 22:30:48,1274.300,30.187,50.796
2023/08/25 22:45:48,1271.908,30.170,50.744
2023/08/25 23:00:48,1271.908,30.170,50.548
2023/08/25 23:15:48,1272.317,30.210,50.816
2023/08/25 23:30:48,1269.342,30.180,50.736
2023/08/25 23:45:48,1268.583,30.180,50.784
2023/08/26 00:00:48,1268.292,30.187,50.820
2023/08/26 00:15:48,1266.192,30.170,50.804
2023/08/26 00:30:48,1266.892,30.170,50.800
2023/08/26 00:45:48,1266.308,30.187,50.808
2023/08/26 01:00:48,1265.083,30.170,50.848
2023/08/26 01:15:48,1264.967,30.157,50.824
2023/08/26 01:30:48,1261.525,30.100,50.736
2023/08/26 01:45:48,1260.592,30.077,50.720
2023/08/26 02:00:48,1262.400,30.077,50.652
2023/08/26 02:15:48,1259.250,30.047,50.644
2023/08/26 02:30:48,1257.267,30.053,50.632
2023/08/26 02:45:48,1257.908,30.047,50.628
2023/08/26 03:00:48,1255.925,30.047,50.540
2023/08/26 03:15:48,1256.858,30.030,50.604
2023/08/26 03:30:48,1255.633,30.023,50.604
2023/08/26 03:45:48,1252.308,30.030,50.604
2023/08/26 04:00:48,1254.117,29.967,50.560
2023/08/26 04:15:48,1253.358,29.953,50.564
2023/08/26 04:30:48,1255.342,29.960,50.536
2023/08/26 04:45:48,1252.192,29.977,50.536
2023/08/26 05:00:48,1250.383,29.977,50.608
2023/08/26 05:15:48,1253.242,29.983,50.588
2023/08/26 05:30:48,1253.242,30.013,50.604
2023/08/26 05:45:48,1250.675,30.013,50.576
2023/08/26 06:00:48,1252.483,30.023,50.600
2023/08/26 06:15:48,1253.650,30.023,50.620
2023/08/26 06:30:48,1252.017,30.013,50.628
2023/08/26 06:45:48,1252.192,30.070,50.672
2023/08/26 07:00:48,1252.192,30.110,50.728
2023/08/26 07:15:48,1252.483,30.007,50.556
2023/08/26 07:30:48,1253.242,29.977,50.612
2023/08/26 07:45:48,1253.242,29.977,50.540
2023/08/26 08:00:48,1254.000,30.000,50.568
2023/08/26 08:15:48,1253.358,30.007,50.516
2023/08/26 08:30:48,1253.825,29.983,50.492
2023/08/26 08:45:48,1254.000,30.023,50.488
2023/08/26 09:00:48,1255.167,29.983,50.372
2023/08/26 09:15:48,1254.408,29.990,50.248
2023/08/26 09:30:48,1255.050,29.960,50.192
2023/08/26 09:45:48,1255.633,29.960,50.120
2023/08/26 10:00:48,1254.875,29.913,50.120
2023/08/26 10:15:48,1256.683,30.013,50.320
2023/08/26 10:30:48,1258.783,30.000,50.312
2023/08/26 10:45:48,1255.750,30.007,50.256
2023/08/26 11:00:48,1258.200,30.013,50.280
2023/08/26 11:15:48,1259.250,30.117,50.256
2023/08/26 11:30:48,1258.958,30.147,50.280
2023/08/26 11:45:48,1257.150,30.180,50.264
2023/08/26 12:00:48,1259.250,30.280,49.920
2023/08/26 12:15:48,1259.075,30.227,50.316
2023/08/26 12:30:48,1259.075,30.273,49.936
2023/08/26 12:45:48,1258.958,30.360,50.020
2023/08/26 13:00:48,1262.575,30.360,50.048
2023/08/26 13:15:48,1261.350,30.413,50.116
2023/08/26 13:30:48,1261.933,30.467,50.160
2023/08/26 13:45:48,1264.967,30.537,50.216
2023/08/26 14:00:48,1266.017,30.623,50.224
2023/08/26 14:15:48,1264.500,30.560,50.200
2023/08/26 14:30:48,1268.000,30.570,50.200
2023/08/26 14:45:48,1267.825,30.657,50.288
2023/08/26 15:00:48,1266.775,30.773,49.860
2023/08/26 15:15:48,1268.117,30.803,49.852
2023/08/26 15:30:48,1270.217,30.740,50.324
2023/08/26 15:45:48,1270.683,30.610,50.324
2023/08/26 16:00:48,1272.958,30.593,50.340
2023/08/26 16:15:48,1273.075,30.610,50.356
2023/08/26 16:30:48,1271.267,30.610,50.340
2023/08/26 16:45:48,1274.125,30.577,50.384
2023/08/26 17:00:48,1275.350,30.560,50.348
2023/08/26 17:15:48,1275.350,30.547,50.360
2023/08/26 17:30:48,1274.417,30.640,50.352
2023/08/26 17:45:48,1276.400,30.560,50.404
2023/08/26 18:00:48,1279.725,30.553,50.360
2023/08/26 18:15:48,1279.842,30.537,50.376
2023/08/26 18:30:48,1279.083,30.547,50.380
2023/08/26 18:45:48,1282.000,30.547,50.380
2023/08/26 19:00:48,1282.408,30.547,50.372
2023/08/26 19:15:48,1281.533,30.547,50.336
2023/08/26 19:30:48,1281.533,30.537,50.332
2023/08/26 19:45:48,1282.292,30.530,50.228
2023/08/26 20:00:48,1282.117,30.513,50.312
2023/08/26 20:15:48,1282.408,30.507,50.256
2023/08/26 20:30:48,1283.050,30.507,50.300
2023/08/26 20:45:48,1281.242,30.513,49.924
2023/08/26 21:00:48,1283.750,30.507,50.244
2023/08/26 21:15:48,1284.683,30.490,50.308
2023/08/26 21:30:48,1284.217,30.483,50.208
2023/08/26 21:45:48,1282.117,30.500,50.252
2023/08/26 22:00:48,1282.000,30.490,50.280
2023/08/26 22:15:48,1283.050,30.477,50.268
2023/08/26 22:30:48,1282.000,30.477,50.276
2023/08/26 22:45:48,1280.892,30.483,49.540
2023/08/26 23:00:48,1280.483,30.413,49.680
