ISO 8601 Time,Temperature (C)
2023-09-07T10:21:50.000,24.1484
2023-09-07T10:36:50.000,22.1933
2023-09-07T10:51:50.000,24.0031
2023-09-07T11:06:50.000,30.9942
2023-09-07T11:21:50.000,30.7250
2023-09-07T11:36:50.000,30.7528
2023-09-07T11:51:50.000,30.8098
2023-09-07T12:06:50.000,30.8507
2023-09-07T12:21:50.000,30.8961
2023-09-07T12:36:50.000,30.9707
2023-09-07T12:51:50.000,30.9956
2023-09-07T13:06:50.000,31.0396
2023-09-07T13:21:50.000,31.0704
2023-09-07T13:36:50.000,31.0777
2023-09-07T13:51:50.000,31.0938
2023-09-07T14:06:50.000,31.1158
2023-09-07T14:21:50.000,31.1378
2023-09-07T14:36:50.000,31.0762
2023-09-07T14:51:50.000,31.0674
2023-09-07T15:06:50.000,31.0894
2023-09-07T15:21:50.000,31.1070
2023-09-07T15:36:50.000,31.1246
2023-09-07T15:51:50.000,31.1701
2023-09-07T16:06:50.000,31.1936
2023-09-07T16:21:50.000,31.2010
2023-09-07T16:36:50.000,31.2142
2023-09-07T16:51:50.000,31.1892
2023-09-07T17:06:50.000,31.1701
2023-09-07T17:21:50.000,31.1393
2023-09-07T17:36:50.000,31.1334
2023-09-07T17:51:50.000,31.1173
2023-09-07T18:06:50.000,31.1041
2023-09-07T18:21:50.000,31.0982
2023-09-07T18:36:50.000,31.0982
2023-09-07T18:51:50.000,31.1012
2023-09-07T19:06:50.000,31.1114
2023-09-07T19:21:50.000,31.1085
2023-09-07T19:36:50.000,31.1012
2023-09-07T19:51:50.000,31.0968
2023-09-07T20:06:50.000,31.0997
2023-09-07T20:21:50.000,31.0792
2023-09-07T20:36:50.000,31.0777
2023-09-07T20:51:50.000,31.0660
2023-09-07T21:06:50.000,31.0645
2023-09-07T21:21:50.000,31.0601
2023-09-07T21:36:50.000,31.0528
2023-09-07T21:51:50.000,31.0455
2023-09-07T22:06:50.000,31.0396
2023-09-07T22:21:50.000,31.0323
2023-09-07T22:36:50.000,31.0308
2023-09-07T22:51:50.000,31.0249
2023-09-07T23:06:50.000,31.0660
2023-09-07T23:21:50.000,31.0645
2023-09-07T23:36:50.000,31.0586
2023-09-07T23:51:50.000,31.0396
2023-09-08T00:06:50.000,31.0352
2023-09-08T00:21:50.000,31.0249
2023-09-08T00:36:50.000,31.0264
2023-09-08T00:51:50.000,31.0191
2023-09-08T01:06:50.000,31.0000
2023-09-08T01:21:50.000,30.9898
2023-09-08T01:36:50.000,30.9810
2023-09-08T01:51:50.000,30.9663
2023-09-08T02:06:50.000,30.9532
2023-09-08T02:21:50.000,30.9400
2023-09-08T02:36:50.000,30.9327
2023-09-08T02:51:50.000,30.9136
2023-09-08T03:06:50.000,30.9092
2023-09-08T03:21:50.000,30.8844
2023-09-08T03:36:50.000,30.8624
2023-09-08T03:51:50.000,30.8449
2023-09-08T04:06:50.000,30.8361
2023-09-08T04:21:50.000,30.7995
2023-09-08T04:36:50.000,30.7908
2023-09-08T04:51:50.000,30.7732
2023-09-08T05:06:50.000,30.7674
2023-09-08T05:21:50.000,30.7396
2023-09-08T05:36:50.000,30.7090
2023-09-08T05:51:50.000,30.6622
2023-09-08T06:06:50.000,30.6039
2023-09-08T06:21:50.000,30.5426
2023-09-08T06:36:50.000,30.5091
2023-09-08T06:51:50.000,30.4785
2023-09-08T07:06:50.000,30.4887
2023-09-08T07:21:50.000,30.4858
2023-09-08T07:36:50.000,30.4945
2023-09-08T07:51:50.000,30.4945
2023-09-08T08:06:50.000,30.4945
2023-09-08T08:21:50.000,30.5455
2023-09-08T08:36:50.000,30.5805
2023-09-08T08:51:50.000,30.6520
2023-09-08T09:06:50.000,30.7017
2023-09-08T09:21:50.000,30.7163
2023-09-08T09:36:50.000,30.7659
2023-09-08T09:51:50.000,30.8083
2023-09-08T10:06:50.000,30.8551
2023-09-08T10:21:50.000,30.9136
2023-09-08T10:36:50.000,30.9195
2023-09-08T10:51:50.000,30.9693
2023-09-08T11:06:50.000,30.9751
2023-09-08T11:21:50.000,31.0000
2023-09-08T11:36:50.000,31.0352
2023-09-08T11:51:50.000,31.0850
2023-09-08T12:06:50.000,31.0968
2023-09-08T12:21:50.000,31.1716
2023-09-08T12:36:50.000,31.1819
2023-09-08T12:51:50.000,31.2186
2023-09-08T13:06:50.000,31.2715
2023-09-08T13:21:50.000,31.3126
2023-09-08T13:36:50.000,31.3464
2023-09-08T13:51:50.000,31.3494
2023-09-08T14:06:50.000,31.3097
2023-09-08T14:21:50.000,31.2641
2023-09-08T14:36:50.000,31.2377
2023-09-08T14:51:50.000,31.2333
2023-09-08T15:06:50.000,31.2671
2023-09-08T15:21:50.000,31.2950
2023-09-08T15:36:50.000,31.2935
2023-09-08T15:51:50.000,31.3362
2023-09-08T16:06:50.000,31.3685
2023-09-08T16:21:50.000,31.3597
2023-09-08T16:36:50.000,31.3435
2023-09-08T16:51:50.000,31.3538
2023-09-08T17:06:50.000,31.3685
2023-09-08T17:21:50.000,31.3464
2023-09-08T17:36:50.000,31.3832
2023-09-08T17:51:50.000,31.3832
2023-09-08T18:06:50.000,31.3656
2023-09-08T18:21:50.000,31.3847
2023-09-08T18:36:50.000,31.3847
2023-09-08T18:51:50.000,31.3523
2023-09-08T19:06:50.000,31.3435
2023-09-08T19:21:50.000,31.3406
2023-09-08T19:36:50.000,31.3464
2023-09-08T19:51:50.000,31.3170
2023-09-08T20:06:50.000,31.2994
2023-09-08T20:21:50.000,31.2950
2023-09-08T20:36:50.000,31.2965
2023-09-08T20:51:50.000,31.3214
2023-09-08T21:06:50.000,31.3053
2023-09-08T21:21:50.000,31.2979
2023-09-08T21:36:50.000,31.2965
2023-09-08T21:51:50.000,31.2920
2023-09-08T22:06:50.000,31.2744
2023-09-08T22:21:50.000,31.2700
2023-09-08T22:36:50.000,31.2480
2023-09-08T22:51:50.000,31.2377
2023-09-08T23:06:50.000,31.2421
2023-09-08T23:21:50.000,31.2421
2023-09-08T23:36:50.000,31.2318
2023-09-08T23:51:50.000,31.2245
2023-09-09T00:06:50.000,31.2112
2023-09-09T00:21:50.000,31.2024
2023-09-09T00:36:50.000,31.1951
2023-09-09T00:51:50.000,31.1760
2023-09-09T01:06:50.000,31.1613
2023-09-09T01:21:50.000,31.1643
2023-09-09T01:36:50.000,31.1525
2023-09-09T01:51:50.000,31.1745
2023-09-09T02:06:50.000,31.1716
2023-09-09T02:21:50.000,31.1540
2023-09-09T02:36:50.000,31.1452
2023-09-09T02:51:50.000,31.1349
2023-09-09T03:06:50.000,31.1144
2023-09-09T03:21:50.000,31.1114
2023-09-09T03:36:50.000,31.0938
2023-09-09T03:51:50.000,31.0718
2023-09-09T04:06:50.000,31.0660
2023-09-09T04:21:50.000,31.0396
2023-09-09T04:36:50.000,31.0279
2023-09-09T04:51:50.000,31.0176
2023-09-09T05:06:50.000,30.9927
2023-09-09T05:21:50.000,30.9605
2023-09-09T05:36:50.000,30.9502
2023-09-09T05:51:50.000,30.9370
2023-09-09T06:06:50.000,30.9019
2023-09-09T06:21:50.000,30.8975
2023-09-09T06:36:50.000,30.8756
2023-09-09T06:51:50.000,30.8463
2023-09-09T07:06:50.000,30.8361
2023-09-09T07:21:50.000,30.8478
2023-09-09T07:36:50.000,30.8566
2023-09-09T07:51:50.000,30.8595
2023-09-09T08:06:50.000,30.8785
2023-09-09T08:21:50.000,30.9224
2023-09-09T08:36:50.000,30.9737
2023-09-09T08:51:50.000,31.0308
2023-09-09T09:06:50.000,31.0660
2023-09-09T09:21:50.000,31.1217
2023-09-09T09:36:50.000,31.1672
2023-09-09T09:51:50.000,31.2068
2023-09-09T10:06:50.000,31.2729
2023-09-09T10:21:50.000,31.3303
2023-09-09T10:36:50.000,31.3597
2023-09-09T10:51:50.000,31.3700
2023-09-09T11:06:50.000,31.3979
2023-09-09T11:21:50.000,31.4289
2023-09-09T11:36:50.000,31.4981
2023-09-09T11:51:50.000,31.5585
2023-09-09T12:06:50.000,31.6293
2023-09-09T12:21:50.000,31.6618
2023-09-09T12:36:50.000,31.6751
2023-09-09T12:51:50.000,31.7401
2023-09-09T13:06:50.000,31.7474
2023-09-09T13:21:50.000,31.7770
2023-09-09T13:36:50.000,31.7785
2023-09-09T13:51:50.000,31.8243
2023-09-09T14:06:50.000,31.8539
2023-09-09T14:21:50.000,31.9028
2023-09-09T14:36:50.000,31.8717
2023-09-09T14:51:50.000,31.8406
2023-09-09T15:06:50.000,31.7726
2023-09-09T15:21:50.000,31.7637
2023-09-09T15:36:50.000,31.7415
2023-09-09T15:51:50.000,31.7460
2023-09-09T16:06:50.000,31.7386
2023-09-09T16:21:50.000,31.7563
2023-09-09T16:36:50.000,31.7445
2023-09-09T16:51:50.000,31.7430
2023-09-09T17:06:50.000,31.7135
2023-09-09T17:21:50.000,31.7076
2023-09-09T17:36:50.000,31.7002
2023-09-09T17:51:50.000,31.7371
2023-09-09T18:06:50.000,31.6987
2023-09-09T18:21:50.000,31.6943
2023-09-09T18:36:50.000,31.6810
2023-09-09T18:51:50.000,31.6839
2023-09-09T19:06:50.000,31.6898
2023-09-09T19:21:50.000,31.6618
2023-09-09T19:36:50.000,31.6500
2023-09-09T19:51:50.000,31.6500
2023-09-09T20:06:50.000,31.6544
2023-09-09T20:21:50.000,31.6426
2023-09-09T20:36:50.000,31.6411
2023-09-09T20:51:50.000,31.6367
2023-09-09T21:06:50.000,31.6588
2023-09-09T21:21:50.000,31.6677
2023-09-09T21:36:50.000,31.6382
2023-09-09T21:51:50.000,31.6205
2023-09-09T22:06:50.000,31.6352
2023-09-09T22:21:50.000,31.6470
2023-09-09T22:36:50.000,31.6323
2023-09-09T22:51:50.000,31.6234
2023-09-09T23:06:50.000,31.6264
2023-09-09T23:21:50.000,31.6146
2023-09-09T23:36:50.000,31.6087
2023-09-09T23:51:50.000,31.6116
2023-09-10T00:06:50.000,31.6057
2023-09-10T00:21:50.000,31.5910
2023-09-10T00:36:50.000,31.6042
2023-09-10T00:51:50.000,31.6057
2023-09-10T01:06:50.000,31.5939
2023-09-10T01:21:50.000,31.5792
2023-09-10T01:36:50.000,31.5570
2023-09-10T01:51:50.000,31.5600
2023-09-10T02:06:50.000,31.5364
2023-09-10T02:21:50.000,31.5275
2023-09-10T02:36:50.000,31.5320
2023-09-10T02:51:50.000,31.5084
2023-09-10T03:06:50.000,31.4892
2023-09-10T03:21:50.000,31.4833
2023-09-10T03:36:50.000,31.4701
2023-09-10T03:51:50.000,31.4612
2023-09-10T04:06:50.000,31.4583
2023-09-10T04:21:50.000,31.4421
2023-09-10T04:36:50.000,31.4156
2023-09-10T04:51:50.000,31.3759
2023-09-10T05:06:50.000,31.3700
2023-09-10T05:21:50.000,31.3626
2023-09-10T05:36:50.000,31.3582
2023-09-10T05:51:50.000,31.3450
2023-09-10T06:06:50.000,31.3347
2023-09-10T06:21:50.000,31.3288
2023-09-10T06:36:50.000,31.3170
2023-09-10T06:51:50.000,31.2994
2023-09-10T07:06:50.000,31.2935
2023-09-10T07:21:50.000,31.3126
2023-09-10T07:36:50.000,31.3112
2023-09-10T07:51:50.000,31.3229
2023-09-10T08:06:50.000,31.3656
2023-09-10T08:21:50.000,31.4024
2023-09-10T08:36:50.000,31.3921
2023-09-10T08:51:50.000,31.4318
2023-09-10T09:06:50.000,31.4289
2023-09-10T09:21:50.000,31.4642
2023-09-10T09:36:50.000,31.5040
2023-09-10T09:51:50.000,31.5349
2023-09-10T10:06:50.000,31.5806
2023-09-10T10:21:50.000,31.6810
2023-09-10T10:36:50.000,31.6190
2023-09-10T10:51:50.000,31.7135
2023-09-10T11:06:50.000,31.7031
2023-09-10T11:21:50.000,31.7430
2023-09-10T11:36:50.000,31.8243
2023-09-10T11:51:50.000,31.9116
2023-09-10T12:06:50.000,31.9635
2023-09-10T12:21:50.000,32.0079
2023-09-10T12:36:50.000,32.1014
2023-09-10T12:51:50.000,32.2172
2023-09-10T13:06:50.000,32.3317
2023-09-10T13:21:50.000,32.3942
