ISO 8601 Time,Temperature (C)
2023-08-17T11:38:20.000,22.8754
2023-08-17T11:53:20.000,21.7348
2023-08-17T12:08:20.000,21.3728
2023-08-17T12:23:20.000,24.4395
2023-08-17T12:38:20.000,21.6649
2023-08-17T12:53:20.000,20.4102
2023-08-17T13:08:20.000,20.4020
2023-08-17T13:23:20.000,31.2656
2023-08-17T13:38:20.000,31.3803
2023-08-17T13:53:20.000,31.3582
2023-08-17T14:08:20.000,31.3788
2023-08-17T14:23:20.000,31.3950
2023-08-17T14:38:20.000,31.4274
2023-08-17T14:53:20.000,31.4730
2023-08-17T15:08:20.000,31.5261
2023-08-17T15:23:20.000,31.5851
2023-08-17T15:38:20.000,31.6426
2023-08-17T15:53:20.000,31.6485
2023-08-17T16:08:20.000,31.6337
2023-08-17T16:23:20.000,31.6160
2023-08-17T16:38:20.000,31.6205
2023-08-17T16:53:20.000,31.6308
2023-08-17T17:08:20.000,31.5747
2023-08-17T17:23:20.000,31.5261
2023-08-17T17:38:20.000,31.4848
2023-08-17T17:53:20.000,31.4951
2023-08-17T18:08:20.000,31.4995
2023-08-17T18:23:20.000,31.4760
2023-08-17T18:38:20.000,31.4775
2023-08-17T18:53:20.000,31.5526
2023-08-17T19:08:20.000,31.5231
2023-08-17T19:23:20.000,31.4775
2023-08-17T19:38:20.000,31.4775
2023-08-17T19:53:20.000,31.4760
2023-08-17T20:08:20.000,31.4701
2023-08-17T20:23:20.000,31.4495
2023-08-17T20:38:20.000,31.4333
2023-08-17T20:53:20.000,31.4362
2023-08-17T21:08:20.000,31.4259
2023-08-17T21:23:20.000,31.4024
2023-08-17T21:38:20.000,31.4009
2023-08-17T21:53:20.000,31.3891
2023-08-17T22:08:20.000,31.3612
2023-08-17T22:23:20.000,31.3494
2023-08-17T22:38:20.000,31.3362
2023-08-17T22:53:20.000,31.3200
2023-08-17T23:08:20.000,31.3156
2023-08-17T23:23:20.000,31.3097
2023-08-17T23:38:20.000,31.3038
2023-08-17T23:53:20.000,31.3053
2023-08-18T00:08:20.000,31.3126
2023-08-18T00:23:20.000,31.3082
2023-08-18T00:38:20.000,31.3259
2023-08-18T00:53:20.000,31.3332
2023-08-18T01:08:20.000,31.3244
2023-08-18T01:23:20.000,31.3244
2023-08-18T01:38:20.000,31.3126
2023-08-18T01:53:20.000,31.2994
2023-08-18T02:08:20.000,31.2773
2023-08-18T02:23:20.000,31.2656
2023-08-18T02:38:20.000,31.2538
2023-08-18T02:53:20.000,31.2303
2023-08-18T03:08:20.000,31.1980
2023-08-18T03:23:20.000,31.1951
2023-08-18T03:38:20.000,31.1525
2023-08-18T03:53:20.000,31.1056
2023-08-18T04:08:20.000,31.0850
2023-08-18T04:23:20.000,31.0689
2023-08-18T04:38:20.000,31.0411
2023-08-18T04:53:20.000,31.0030
2023-08-18T05:08:20.000,30.9517
2023-08-18T05:23:20.000,30.9283
2023-08-18T05:38:20.000,30.9151
2023-08-18T05:53:20.000,30.9092
2023-08-18T06:08:20.000,30.8931
2023-08-18T06:23:20.000,30.8829
2023-08-18T06:38:20.000,30.8536
2023-08-18T06:53:20.000,30.8376
2023-08-18T07:08:20.000,30.8317
2023-08-18T07:23:20.000,30.8346
2023-08-18T07:38:20.000,30.8302
2023-08-18T07:53:20.000,30.8449
2023-08-18T08:08:20.000,30.7937
2023-08-18T08:23:20.000,30.8171
2023-08-18T08:38:20.000,30.8551
2023-08-18T08:53:20.000,30.8814
2023-08-18T09:08:20.000,30.9092
2023-08-18T09:23:20.000,30.9005
2023-08-18T09:38:20.000,30.9532
2023-08-18T09:53:20.000,30.9502
2023-08-18T10:08:20.000,30.9634
2023-08-18T10:23:20.000,31.0323
2023-08-18T10:38:20.000,31.0440
2023-08-18T10:53:20.000,31.0777
2023-08-18T11:08:20.000,31.1202
2023-08-18T11:23:20.000,31.1599
2023-08-18T11:38:20.000,31.2436
2023-08-18T11:53:20.000,31.3038
2023-08-18T12:08:20.000,31.3317
2023-08-18T12:23:20.000,31.3906
2023-08-18T12:38:20.000,31.4745
2023-08-18T12:53:20.000,31.5733
2023-08-18T13:08:20.000,31.6396
2023-08-18T13:23:20.000,31.6352
2023-08-18T13:38:20.000,31.6677
2023-08-18T13:53:20.000,31.6529
2023-08-18T14:08:20.000,31.5954
2023-08-18T14:23:20.000,31.4539
2023-08-18T14:38:20.000,31.3891
2023-08-18T14:53:20.000,31.3847
2023-08-18T15:08:20.000,31.4392
2023-08-18T15:23:20.000,31.5187
2023-08-18T15:38:20.000,31.5880
2023-08-18T15:53:20.000,31.5733
2023-08-18T16:08:20.000,31.5644
2023-08-18T16:23:20.000,31.5703
2023-08-18T16:38:20.000,31.5511
2023-08-18T16:53:20.000,31.5246
2023-08-18T17:08:20.000,31.5143
2023-08-18T17:23:20.000,31.5084
2023-08-18T17:38:20.000,31.4819
2023-08-18T17:53:20.000,31.4612
2023-08-18T18:08:20.000,31.4524
2023-08-18T18:23:20.000,31.4274
2023-08-18T18:38:20.000,31.4156
2023-08-18T18:53:20.000,31.4185
2023-08-18T19:08:20.000,31.4230
2023-08-18T19:23:20.000,31.3847
2023-08-18T19:38:20.000,31.3553
2023-08-18T19:53:20.000,31.3862
2023-08-18T20:08:20.000,31.3715
2023-08-18T20:23:20.000,31.3450
2023-08-18T20:38:20.000,31.3332
2023-08-18T20:53:20.000,31.3214
2023-08-18T21:08:20.000,31.3185
2023-08-18T21:23:20.000,31.3156
2023-08-18T21:38:20.000,31.3023
2023-08-18T21:53:20.000,31.2965
2023-08-18T22:08:20.000,31.3317
2023-08-18T22:23:20.000,31.3876
2023-08-18T22:38:20.000,31.3376
2023-08-18T22:53:20.000,31.3788
2023-08-18T23:08:20.000,31.3906
2023-08-18T23:23:20.000,31.3641
2023-08-18T23:38:20.000,31.3464
2023-08-18T23:53:20.000,31.3464
2023-08-19T00:08:20.000,31.3259
2023-08-19T00:23:20.000,31.3112
2023-08-19T00:38:20.000,31.2744
2023-08-19T00:53:20.000,31.2347
2023-08-19T01:08:20.000,31.2171
2023-08-19T01:23:20.000,31.2215
2023-08-19T01:38:20.000,31.1907
2023-08-19T01:53:20.000,31.1584
2023-08-19T02:08:20.000,31.1643
2023-08-19T02:23:20.000,31.1643
2023-08-19T02:38:20.000,31.1613
2023-08-19T02:53:20.000,31.1613
2023-08-19T03:08:20.000,31.1540
2023-08-19T03:23:20.000,31.1320
2023-08-19T03:38:20.000,31.1085
2023-08-19T03:53:20.000,31.0440
2023-08-19T04:08:20.000,31.0308
2023-08-19T04:23:20.000,31.0220
2023-08-19T04:38:20.000,30.9649
2023-08-19T04:53:20.000,30.9297
2023-08-19T05:08:20.000,30.8902
2023-08-19T05:23:20.000,30.8946
2023-08-19T05:38:20.000,30.8961
2023-08-19T05:53:20.000,30.9019
2023-08-19T06:08:20.000,30.9019
2023-08-19T06:23:20.000,30.9122
2023-08-19T06:38:20.000,30.9136
2023-08-19T06:53:20.000,30.8946
2023-08-19T07:08:20.000,30.9019
2023-08-19T07:23:20.000,30.8917
2023-08-19T07:38:20.000,30.8917
2023-08-19T07:53:20.000,30.8873
2023-08-19T08:08:20.000,30.8785
2023-08-19T08:23:20.000,30.8946
2023-08-19T08:38:20.000,30.9136
2023-08-19T08:53:20.000,30.9224
2023-08-19T09:08:20.000,30.9370
2023-08-19T09:23:20.000,30.9912
2023-08-19T09:38:20.000,31.0381
2023-08-19T09:53:20.000,31.1261
2023-08-19T10:08:20.000,31.2201
2023-08-19T10:23:20.000,31.2773
2023-08-19T10:38:20.000,31.2700
2023-08-19T10:53:20.000,31.3067
2023-08-19T11:08:20.000,31.3347
2023-08-19T11:23:20.000,31.3509
2023-08-19T11:38:20.000,31.4185
2023-08-19T11:53:20.000,31.4804
2023-08-19T12:08:20.000,31.5688
2023-08-19T12:23:20.000,31.6529
2023-08-19T12:38:20.000,31.6810
2023-08-19T12:53:20.000,31.7371
2023-08-19T13:08:20.000,31.7696
2023-08-19T13:23:20.000,31.7992
2023-08-19T13:38:20.000,31.8362
2023-08-19T13:53:20.000,31.8613
2023-08-19T14:08:20.000,31.8717
2023-08-19T14:23:20.000,31.8776
2023-08-19T14:38:20.000,31.8953
2023-08-19T14:53:20.000,31.9028
2023-08-19T15:08:20.000,31.9605
2023-08-19T15:23:20.000,31.9872
2023-08-19T15:38:20.000,31.9161
2023-08-19T15:53:20.000,31.9057
2023-08-19T16:08:20.000,31.8554
