Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
8/25/2023,22:30,0.274,-,0.359
8/25/2023,22:36,0.275,-,0.362
8/25/2023,22:42,0.275,-,0.374
8/25/2023,22:48,0.276,-,0.388
8/25/2023,22:54,0.276,-,0.393
8/25/2023,23:00,0.277,-,0.388
8/25/2023,23:06,0.277,-,0.377
8/25/2023,23:12,0.277,-,0.358
8/25/2023,23:18,0.277,-,0.355
8/25/2023,23:24,0.277,-,0.361
8/25/2023,23:30,0.277,-,0.375
8/25/2023,23:36,0.277,-,0.383
8/25/2023,23:42,0.276,-,0.379
8/25/2023,23:48,0.276,-,0.375
8/25/2023,23:54,0.275,-,0.364
8/26/2023,0:00,0.275,-,0.353
8/26/2023,0:06,0.274,-,0.355
8/26/2023,0:12,0.273,-,0.356
8/26/2023,0:18,0.272,-,0.362
8/26/2023,0:24,0.271,-,0.377
8/26/2023,0:30,0.27,-,0.375
8/26/2023,0:36,0.269,-,0.375
8/26/2023,0:42,0.268,-,0.365
8/26/2023,0:48,0.266,-,0.35
8/26/2023,0:54,0.265,-,0.339
8/26/2023,1:00,0.263,-,0.34
8/26/2023,1:06,0.262,-,0.347
8/26/2023,1:12,0.26,-,0.361
8/26/2023,1:18,0.258,-,0.369
8/26/2023,1:24,0.256,-,0.367
8/26/2023,1:30,0.254,-,0.351
8/26/2023,1:36,0.252,-,0.343
8/26/2023,1:42,0.25,-,0.338
8/26/2023,1:48,0.248,-,0.338
8/26/2023,1:54,0.246,-,0.341
8/26/2023,2:00,0.244,-,0.35
8/26/2023,2:06,0.241,-,0.36
8/26/2023,2:12,0.239,-,0.348
8/26/2023,2:18,0.236,-,0.35
8/26/2023,2:24,0.234,-,0.342
8/26/2023,2:30,0.231,-,0.33
8/26/2023,2:36,0.228,-,0.309
8/26/2023,2:42,0.226,-,0.302
8/26/2023,2:48,0.223,-,0.301
8/26/2023,2:54,0.22,-,0.311
8/26/2023,3:00,0.217,-,0.316
8/26/2023,3:06,0.214,-,0.327
8/26/2023,3:12,0.211,-,0.319
8/26/2023,3:18,0.208,-,0.307
8/26/2023,3:24,0.204,-,0.298
8/26/2023,3:30,0.201,-,0.289
8/26/2023,3:36,0.198,-,0.284
8/26/2023,3:42,0.194,-,0.279
8/26/2023,3:48,0.191,-,0.28
8/26/2023,3:54,0.188,-,0.287
8/26/2023,4:00,0.184,-,0.274
8/26/2023,4:06,0.181,-,0.263
8/26/2023,4:12,0.177,-,0.25
8/26/2023,4:18,0.173,-,0.243
8/26/2023,4:24,0.17,-,0.242
8/26/2023,4:30,0.166,-,0.253
8/26/2023,4:36,0.162,-,0.256
8/26/2023,4:42,0.159,-,0.253
8/26/2023,4:48,0.155,-,0.253
8/26/2023,4:54,0.151,-,0.247
8/26/2023,5:00,0.147,-,0.241
8/26/2023,5:06,0.144,-,0.232
8/26/2023,5:12,0.14,-,0.234
8/26/2023,5:18,0.136,-,0.223
8/26/2023,5:24,0.132,-,0.193
8/26/2023,5:30,0.128,-,0.194
8/26/2023,5:36,0.124,-,0.218
8/26/2023,5:42,0.121,-,0.199
8/26/2023,5:48,0.117,-,0.184
8/26/2023,5:54,0.113,-,0.204
8/26/2023,6:00,0.109,-,0.213
8/26/2023,6:06,0.105,-,0.214
8/26/2023,6:12,0.102,-,0.192
8/26/2023,6:18,0.098,-,0.187
8/26/2023,6:24,0.094,-,0.172
8/26/2023,6:30,0.091,-,0.169
8/26/2023,6:36,0.087,-,0.203
8/26/2023,6:42,0.083,-,0.194
8/26/2023,6:48,0.08,-,0.174
8/26/2023,6:54,0.076,-,0.166
8/26/2023,7:00,0.073,-,0.165
8/26/2023,7:06,0.07,-,0.164
8/26/2023,7:12,0.066,-,0.158
8/26/2023,7:18,0.063,-,0.167
8/26/2023,7:24,0.06,-,0.173
8/26/2023,7:30,0.057,-,0.155
8/26/2023,7:36,0.054,-,0.163
8/26/2023,7:42,0.051,-,0.142
8/26/2023,7:48,0.048,-,0.13
8/26/2023,7:54,0.045,-,0.134
8/26/2023,8:00,0.042,-,0.138
8/26/2023,8:06,0.04,-,0.136
8/26/2023,8:12,0.037,-,0.125
8/26/2023,8:18,0.035,-,0.137
8/26/2023,8:24,0.032,-,0.146
8/26/2023,8:30,0.03,-,0.152
8/26/2023,8:36,0.028,-,0.151
8/26/2023,8:42,0.026,-,0.135
8/26/2023,8:48,0.024,-,0.117
8/26/2023,8:54,0.022,-,0.102
8/26/2023,9:00,0.02,-,0.098
8/26/2023,9:06,0.018,-,0.111
8/26/2023,9:12,0.016,-,0.125
8/26/2023,9:18,0.015,-,0.134
8/26/2023,9:24,0.013,-,0.13
8/26/2023,9:30,0.012,-,0.132
8/26/2023,9:36,0.01,-,0.106
8/26/2023,9:42,0.009,-,0.105
8/26/2023,9:48,0.008,-,0.108
8/26/2023,9:54,0.007,-,0.116
8/26/2023,10:00,0.006,-,0.117
8/26/2023,10:06,0.005,-,0.132
8/26/2023,10:12,0.004,-,0.136
8/26/2023,10:18,0.003,-,0.127
8/26/2023,10:24,0.002,-,0.114
8/26/2023,10:30,0.002,-,0.115
8/26/2023,10:36,0.001,-,0.107
8/26/2023,10:42,0,-,0.109
8/26/2023,10:48,0,-,0.126
8/26/2023,10:54,0,-,0.127
8/26/2023,11:00,-0.001,-,0.12
8/26/2023,11:06,-0.001,-,0.11
8/26/2023,11:12,-0.001,-,0.124
8/26/2023,11:18,-0.001,-,0.118
8/26/2023,11:24,-0.002,-,0.123
8/26/2023,11:30,-0.002,-,0.132
8/26/2023,11:36,-0.002,-,0.13
8/26/2023,11:42,-0.002,-,0.127
8/26/2023,11:48,-0.002,-,0.116
8/26/2023,11:54,-0.001,-,0.124
8/26/2023,12:00,-0.001,-,0.126
8/26/2023,12:06,-0.001,-,0.132
8/26/2023,12:12,-0.001,-,0.133
8/26/2023,12:18,0,-,0.124
8/26/2023,12:24,0,-,0.123
8/26/2023,12:30,0.001,-,0.133
8/26/2023,12:36,0.001,-,0.129
8/26/2023,12:42,0.002,-,0.133
8/26/2023,12:48,0.002,-,0.137
8/26/2023,12:54,0.003,-,0.143
8/26/2023,13:00,0.004,-,0.143
8/26/2023,13:06,0.004,-,0.146
8/26/2023,13:12,0.005,-,0.141
8/26/2023,13:18,0.006,-,0.14
8/26/2023,13:24,0.007,-,0.139
8/26/2023,13:30,0.008,-,0.138
8/26/2023,13:36,0.009,-,0.149
8/26/2023,13:42,0.011,-,0.143
8/26/2023,13:48,0.012,-,0.144
8/26/2023,13:54,0.013,-,0.148
8/26/2023,14:00,0.014,-,0.145
8/26/2023,14:06,0.016,-,0.15
8/26/2023,14:12,0.017,-,0.151
8/26/2023,14:18,0.019,-,0.16
8/26/2023,14:24,0.021,-,0.167
8/26/2023,14:30,0.022,-,0.172
8/26/2023,14:36,0.024,-,0.167
8/26/2023,14:42,0.026,-,0.159
8/26/2023,14:48,0.028,-,0.153
8/26/2023,14:54,0.03,-,0.155
8/26/2023,15:00,0.032,-,0.168
8/26/2023,15:06,0.034,-,0.168
8/26/2023,15:12,0.037,-,0.173
8/26/2023,15:18,0.039,-,0.177
8/26/2023,15:24,0.042,-,0.176
8/26/2023,15:30,0.044,-,0.169
8/26/2023,15:36,0.047,-,0.17
8/26/2023,15:42,0.049,-,0.165
8/26/2023,15:48,0.052,-,0.162
8/26/2023,15:54,0.055,-,0.169
8/26/2023,16:00,0.058,-,0.176
8/26/2023,16:06,0.061,-,0.185
8/26/2023,16:12,0.064,-,0.19
8/26/2023,16:18,0.067,-,0.187
8/26/2023,16:24,0.07,-,0.186
8/26/2023,16:30,0.074,-,0.185
8/26/2023,16:36,0.077,-,0.184
8/26/2023,16:42,0.08,-,0.186
8/26/2023,16:48,0.084,-,0.194
8/26/2023,16:54,0.088,-,0.204
8/26/2023,17:00,0.091,-,0.213
8/26/2023,17:06,0.095,-,0.222
8/26/2023,17:12,0.099,-,0.217
8/26/2023,17:18,0.102,-,0.208
8/26/2023,17:24,0.106,-,0.202
8/26/2023,17:30,0.11,-,0.205
8/26/2023,17:36,0.114,-,0.209
8/26/2023,17:42,0.118,-,0.226
8/26/2023,17:48,0.122,-,0.243
8/26/2023,17:54,0.126,-,0.25
8/26/2023,18:00,0.13,-,0.252
8/26/2023,18:06,0.134,-,0.252
8/26/2023,18:12,0.138,-,0.245
8/26/2023,18:18,0.142,-,0.248
8/26/2023,18:24,0.146,-,0.259
8/26/2023,18:30,0.15,-,0.271
8/26/2023,18:36,0.154,-,0.277
8/26/2023,18:42,0.159,-,0.279
8/26/2023,18:48,0.163,-,0.281
8/26/2023,18:54,0.167,-,0.283
8/26/2023,19:00,0.171,-,0.285
8/26/2023,19:06,0.175,-,0.295
8/26/2023,19:12,0.179,-,0.295
8/26/2023,19:18,0.183,-,0.3
8/26/2023,19:24,0.187,-,0.306
8/26/2023,19:30,0.191,-,0.302
8/26/2023,19:36,0.195,-,0.295
8/26/2023,19:42,0.199,-,0.302
8/26/2023,19:48,0.203,-,0.308
8/26/2023,19:54,0.207,-,0.323
8/26/2023,20:00,0.211,-,0.337
8/26/2023,20:06,0.215,-,0.338
8/26/2023,20:12,0.218,-,0.337
8/26/2023,20:18,0.222,-,0.331
8/26/2023,20:24,0.226,-,0.323
8/26/2023,20:30,0.229,-,0.321
8/26/2023,20:36,0.233,-,0.324
8/26/2023,20:42,0.236,-,0.332
8/26/2023,20:48,0.239,-,0.348
8/26/2023,20:54,0.243,-,0.359
8/26/2023,21:00,0.246,-,0.359
8/26/2023,21:06,0.249,-,0.361
8/26/2023,21:12,0.252,-,0.356
8/26/2023,21:18,0.255,-,0.353
8/26/2023,21:24,0.258,-,0.354
8/26/2023,21:30,0.26,-,0.355
8/26/2023,21:36,0.263,-,0.361
8/26/2023,21:42,0.266,-,0.363
8/26/2023,21:48,0.268,-,0.381
8/26/2023,21:54,0.27,-,0.391
8/26/2023,22:00,0.273,-,0.394
8/26/2023,22:06,0.275,-,0.394
8/26/2023,22:12,0.277,-,0.392
8/26/2023,22:18,0.279,-,0.385
8/26/2023,22:24,0.281,-,0.393
8/26/2023,22:30,0.282,-,0.394
8/26/2023,22:36,0.284,-,0.398
8/26/2023,22:42,0.285,-,0.408
8/26/2023,22:48,0.287,-,0.412
8/26/2023,22:54,0.288,-,0.413
8/26/2023,23:00,0.289,-,0.416
8/26/2023,23:06,0.29,-,0.411
8/26/2023,23:12,0.291,-,0.409
8/26/2023,23:18,0.292,-,0.41
8/26/2023,23:24,0.293,-,0.41
8/26/2023,23:30,0.293,-,0.417
8/26/2023,23:36,0.294,-,0.416
8/26/2023,23:42,0.294,-,0.414
8/26/2023,23:48,0.294,-,0.411
8/26/2023,23:54,0.294,-,0.409
8/27/2023,0:00,0.294,-,0.409
8/27/2023,0:06,0.294,-,0.411
8/27/2023,0:12,0.294,-,0.423
8/27/2023,0:18,0.294,-,0.421
8/27/2023,0:24,0.293,-,0.424
8/27/2023,0:30,0.293,-,0.42
8/27/2023,0:36,0.292,-,0.42
8/27/2023,0:42,0.291,-,0.414
8/27/2023,0:48,0.29,-,0.406
8/27/2023,0:54,0.289,-,0.406
8/27/2023,1:00,0.288,-,0.41
8/27/2023,1:06,0.287,-,0.416
8/27/2023,1:12,0.286,-,0.423
8/27/2023,1:18,0.284,-,0.429
8/27/2023,1:24,0.283,-,0.425
8/27/2023,1:30,0.281,-,0.422
8/27/2023,1:36,0.279,-,0.408
8/27/2023,1:42,0.278,-,0.405
8/27/2023,1:48,0.276,-,0.401
8/27/2023,1:54,0.274,-,0.409
8/27/2023,2:00,0.272,-,0.411
8/27/2023,2:06,0.27,-,0.406
8/27/2023,2:12,0.267,-,0.403
8/27/2023,2:18,0.265,-,0.407
8/27/2023,2:24,0.263,-,0.408
8/27/2023,2:30,0.26,-,0.407
8/27/2023,2:36,0.258,-,0.387
8/27/2023,2:42,0.255,-,0.385
8/27/2023,2:48,0.253,-,0.389
8/27/2023,2:54,0.25,-,0.386
8/27/2023,3:00,0.247,-,0.378
8/27/2023,3:06,0.244,-,0.371
8/27/2023,3:12,0.241,-,0.376
8/27/2023,3:18,0.238,-,0.378
8/27/2023,3:24,0.235,-,0.377
8/27/2023,3:30,0.232,-,0.368
8/27/2023,3:36,0.229,-,0.371
8/27/2023,3:42,0.226,-,0.363
8/27/2023,3:48,0.222,-,0.355
8/27/2023,3:54,0.219,-,0.345
8/27/2023,4:00,0.216,-,0.343
8/27/2023,4:06,0.212,-,0.34
8/27/2023,4:12,0.209,-,0.335
8/27/2023,4:18,0.205,-,0.325
8/27/2023,4:24,0.202,-,0.318
8/27/2023,4:30,0.198,-,0.318
8/27/2023,4:36,0.194,-,0.317
8/27/2023,4:42,0.191,-,0.318
8/27/2023,4:48,0.187,-,0.317
8/27/2023,4:54,0.183,-,0.314
8/27/2023,5:00,0.18,-,0.303
8/27/2023,5:06,0.176,-,0.302
8/27/2023,5:12,0.172,-,0.292
8/27/2023,5:18,0.168,-,0.285
8/27/2023,5:24,0.164,-,0.273
8/27/2023,5:30,0.161,-,0.274
8/27/2023,5:36,0.157,-,0.271
8/27/2023,5:42,0.153,-,0.273
8/27/2023,5:48,0.149,-,0.27
8/27/2023,5:54,0.145,-,0.266
8/27/2023,6:00,0.141,-,0.264
8/27/2023,6:06,0.137,-,0.252
8/27/2023,6:12,0.134,-,0.236
8/27/2023,6:18,0.13,-,0.233
8/27/2023,6:24,0.126,-,0.235
8/27/2023,6:30,0.122,-,0.24
8/27/2023,6:36,0.118,-,0.244
8/27/2023,6:42,0.114,-,0.243
8/27/2023,6:48,0.111,-,0.232
8/27/2023,6:54,0.107,-,0.222
8/27/2023,7:00,0.103,-,0.211
8/27/2023,7:06,0.1,-,0.21
8/27/2023,7:12,0.096,-,0.212
8/27/2023,7:18,0.092,-,0.217
8/27/2023,7:24,0.089,-,0.222
8/27/2023,7:30,0.085,-,0.222
8/27/2023,7:36,0.082,-,0.208
8/27/2023,7:42,0.079,-,0.196
8/27/2023,7:48,0.075,-,0.185
8/27/2023,7:54,0.072,-,0.181
8/27/2023,8:00,0.069,-,0.183
8/27/2023,8:06,0.066,-,0.186
8/27/2023,8:12,0.062,-,0.19
8/27/2023,8:18,0.059,-,0.191
8/27/2023,8:24,0.056,-,0.189
8/27/2023,8:30,0.053,-,0.18
8/27/2023,8:36,0.051,-,0.17
8/27/2023,8:42,0.048,-,0.157
8/27/2023,8:48,0.045,-,0.158
8/27/2023,8:54,0.043,-,0.155
8/27/2023,9:00,0.04,-,0.164
8/27/2023,9:06,0.038,-,0.172
8/27/2023,9:12,0.035,-,0.176
8/27/2023,9:18,0.033,-,0.171
8/27/2023,9:24,0.031,-,0.166
8/27/2023,9:30,0.028,-,0.156
8/27/2023,9:36,0.026,-,0.15
8/27/2023,9:42,0.024,-,0.15
8/27/2023,9:48,0.022,-,0.154
8/27/2023,9:54,0.021,-,0.157
8/27/2023,10:00,0.019,-,0.165
8/27/2023,10:06,0.017,-,0.162
8/27/2023,10:12,0.015,-,0.156
8/27/2023,10:18,0.014,-,0.143
8/27/2023,10:24,0.012,-,0.14
8/27/2023,10:30,0.011,-,0.129
8/27/2023,10:36,0.01,-,0.123
8/27/2023,10:42,0.008,-,0.126
8/27/2023,10:48,0.007,-,0.129
8/27/2023,10:54,0.006,-,0.136
8/27/2023,11:00,0.005,-,0.141
8/27/2023,11:06,0.004,-,0.143
8/27/2023,11:12,0.003,-,0.132
8/27/2023,11:18,0.002,-,0.121
8/27/2023,11:24,0.001,-,0.115
8/27/2023,11:30,0.001,-,0.113
8/27/2023,11:36,0,-,0.114
8/27/2023,11:42,-0.001,-,0.12
8/27/2023,11:48,-0.001,-,0.126
8/27/2023,11:54,-0.002,-,0.132
8/27/2023,12:00,-0.002,-,0.128
8/27/2023,12:06,-0.003,-,0.127
8/27/2023,12:12,-0.003,-,0.114
8/27/2023,12:18,-0.003,-,0.11
8/27/2023,12:24,-0.004,-,0.112
8/27/2023,12:30,-0.004,-,0.119
8/27/2023,12:36,-0.004,-,0.12
8/27/2023,12:42,-0.004,-,0.125
8/27/2023,12:48,-0.004,-,0.122
8/27/2023,12:54,-0.004,-,0.111
8/27/2023,13:00,-0.004,-,0.11
8/27/2023,13:06,-0.004,-,0.114
8/27/2023,13:12,-0.003,-,0.111
8/27/2023,13:18,-0.003,-,0.11
8/27/2023,13:24,-0.003,-,0.12
8/27/2023,13:30,-0.003,-,0.126
8/27/2023,13:36,-0.002,-,0.13
8/27/2023,13:42,-0.002,-,0.126
8/27/2023,13:48,-0.001,-,0.122
8/27/2023,13:54,0,-,0.111
8/27/2023,14:00,0,-,0.101
8/27/2023,14:06,0.001,-,0.11
8/27/2023,14:12,0.002,-,0.115
8/27/2023,14:18,0.003,-,0.113
8/27/2023,14:24,0.004,-,0.117
8/27/2023,14:30,0.005,-,0.115
8/27/2023,14:36,0.006,-,0.114
8/27/2023,14:42,0.007,-,0.115
8/27/2023,14:48,0.008,-,0.12
8/27/2023,14:54,0.01,-,0.119
8/27/2023,15:00,0.011,-,0.124
8/27/2023,15:06,0.013,-,0.126
8/27/2023,15:12,0.014,-,0.129
8/27/2023,15:18,0.016,-,0.134
8/27/2023,15:24,0.018,-,0.119
8/27/2023,15:30,0.019,-,0.117
8/27/2023,15:36,0.021,-,0.116
8/27/2023,15:42,0.023,-,0.132
8/27/2023,15:48,0.026,-,0.133
8/27/2023,15:54,0.028,-,0.139
8/27/2023,16:00,0.03,-,0.136
8/27/2023,16:06,0.033,-,0.137
8/27/2023,16:12,0.035,-,0.127
8/27/2023,16:18,0.038,-,0.12
8/27/2023,16:24,0.04,-,0.125
8/27/2023,16:30,0.043,-,0.133
8/27/2023,16:36,0.046,-,0.141
8/27/2023,16:42,0.049,-,0.15
8/27/2023,16:48,0.052,-,0.154
8/27/2023,16:54,0.055,-,0.15
8/27/2023,17:00,0.059,-,0.143
8/27/2023,17:06,0.062,-,0.141
8/27/2023,17:12,0.065,-,0.139
8/27/2023,17:18,0.069,-,0.147
8/27/2023,17:24,0.072,-,0.155
8/27/2023,17:30,0.076,-,0.167
8/27/2023,17:36,0.08,-,0.168
8/27/2023,17:42,0.084,-,0.172
8/27/2023,17:48,0.088,-,0.168
8/27/2023,17:54,0.092,-,0.172
8/27/2023,18:00,0.096,-,0.174
8/27/2023,18:06,0.1,-,0.178
8/27/2023,18:12,0.104,-,0.185
8/27/2023,18:18,0.108,-,0.19
8/27/2023,18:24,0.113,-,0.197
8/27/2023,18:30,0.117,-,0.207
8/27/2023,18:36,0.121,-,0.202
8/27/2023,18:42,0.126,-,0.206
8/27/2023,18:48,0.13,-,0.204
8/27/2023,18:54,0.135,-,0.207
8/27/2023,19:00,0.139,-,0.211
8/27/2023,19:06,0.144,-,0.217
8/27/2023,19:12,0.148,-,0.233
8/27/2023,19:18,0.153,-,0.241
8/27/2023,19:24,0.158,-,0.252
8/27/2023,19:30,0.162,-,0.25
8/27/2023,19:36,0.167,-,0.247
8/27/2023,19:42,0.171,-,0.239
8/27/2023,19:48,0.176,-,0.251
8/27/2023,19:54,0.181,-,0.261
8/27/2023,20:00,0.185,-,0.267
8/27/2023,20:06,0.19,-,0.276
8/27/2023,20:12,0.194,-,0.291
8/27/2023,20:18,0.199,-,0.289
8/27/2023,20:24,0.203,-,0.287
8/27/2023,20:30,0.207,-,0.291
8/27/2023,20:36,0.212,-,0.297
8/27/2023,20:42,0.216,-,0.302
8/27/2023,20:48,0.22,-,0.313
8/27/2023,20:54,0.224,-,0.319
8/27/2023,21:00,0.228,-,0.312
8/27/2023,21:06,0.232,-,0.313
8/27/2023,21:12,0.236,-,0.316
8/27/2023,21:18,0.24,-,0.324
8/27/2023,21:24,0.244,-,0.322
8/27/2023,21:30,0.248,-,0.327
8/27/2023,21:36,0.251,-,0.337
8/27/2023,21:42,0.255,-,0.343
8/27/2023,21:48,0.258,-,0.349
8/27/2023,21:54,0.262,-,0.348
8/27/2023,22:00,0.265,-,0.348
8/27/2023,22:06,0.268,-,0.346
8/27/2023,22:12,0.271,-,0.355
8/27/2023,22:18,0.274,-,0.352
8/27/2023,22:24,0.277,-,0.357
8/27/2023,22:30,0.279,-,0.362
8/27/2023,22:36,0.282,-,0.368
8/27/2023,22:42,0.284,-,0.369
8/27/2023,22:48,0.287,-,0.375
8/27/2023,22:54,0.289,-,0.373
8/27/2023,23:00,0.291,-,0.373
8/27/2023,23:06,0.293,-,0.373
8/27/2023,23:12,0.295,-,0.368
8/27/2023,23:18,0.296,-,0.37
8/27/2023,23:24,0.298,-,0.373
8/27/2023,23:30,0.299,-,0.38
8/27/2023,23:36,0.301,-,0.381
8/27/2023,23:42,0.302,-,0.377
8/27/2023,23:48,0.303,-,0.377
8/27/2023,23:54,0.304,-,0.374
8/28/2023,0:00,0.305,-,0.378
8/28/2023,0:06,0.305,-,0.373
8/28/2023,0:12,0.306,-,0.371
8/28/2023,0:18,0.306,-,0.378
8/28/2023,0:24,0.307,-,0.377
8/28/2023,0:30,0.307,-,0.38
8/28/2023,0:36,0.307,-,0.383
8/28/2023,0:42,0.307,-,0.382
8/28/2023,0:48,0.307,-,0.384
8/28/2023,0:54,0.306,-,0.381
8/28/2023,1:00,0.306,-,0.38
8/28/2023,1:06,0.306,-,0.377
8/28/2023,1:12,0.305,-,0.379
8/28/2023,1:18,0.304,-,0.383
8/28/2023,1:24,0.303,-,0.387
8/28/2023,1:30,0.302,-,0.392
8/28/2023,1:36,0.301,-,0.388
8/28/2023,1:42,0.3,-,0.388
8/28/2023,1:48,0.299,-,0.387
8/28/2023,1:54,0.297,-,0.383
8/28/2023,2:00,0.296,-,0.384
8/28/2023,2:06,0.294,-,0.389
8/28/2023,2:12,0.292,-,0.383
8/28/2023,2:18,0.291,-,0.382
8/28/2023,2:24,0.289,-,0.383
8/28/2023,2:30,0.287,-,0.388
8/28/2023,2:36,0.285,-,0.379
8/28/2023,2:42,0.282,-,0.379
8/28/2023,2:48,0.28,-,0.376
8/28/2023,2:54,0.278,-,0.377
8/28/2023,3:00,0.275,-,0.38
8/28/2023,3:06,0.273,-,0.384
8/28/2023,3:12,0.27,-,0.381
8/28/2023,3:18,0.268,-,0.377
8/28/2023,3:24,0.265,-,0.369
8/28/2023,3:30,0.262,-,0.359
8/28/2023,3:36,0.259,-,0.358
8/28/2023,3:42,0.256,-,0.357
8/28/2023,3:48,0.253,-,0.355
8/28/2023,3:54,0.25,-,0.351
8/28/2023,4:00,0.247,-,0.354
8/28/2023,4:06,0.244,-,0.353
8/28/2023,4:12,0.241,-,0.343
8/28/2023,4:18,0.238,-,0.335
8/28/2023,4:24,0.235,-,0.329
8/28/2023,4:30,0.231,-,0.322
8/28/2023,4:36,0.228,-,0.317
8/28/2023,4:42,0.225,-,0.319
8/28/2023,4:48,0.221,-,0.318
8/28/2023,4:54,0.218,-,0.314
8/28/2023,5:00,0.214,-,0.31
8/28/2023,5:06,0.211,-,0.304
8/28/2023,5:12,0.207,-,0.299
8/28/2023,5:18,0.204,-,0.287
8/28/2023,5:24,0.2,-,0.281
8/28/2023,5:30,0.196,-,0.28
8/28/2023,5:36,0.193,-,0.286
8/28/2023,5:42,0.189,-,0.294
8/28/2023,5:48,0.185,-,0.29
8/28/2023,5:54,0.182,-,0.285
8/28/2023,6:00,0.178,-,0.281
8/28/2023,6:06,0.174,-,0.273
8/28/2023,6:12,0.171,-,0.263
8/28/2023,6:18,0.167,-,0.26
8/28/2023,6:24,0.163,-,0.26
8/28/2023,6:30,0.16,-,0.265
8/28/2023,6:36,0.156,-,0.262
8/28/2023,6:42,0.152,-,0.262
8/28/2023,6:48,0.149,-,0.251
8/28/2023,6:54,0.145,-,0.245
8/28/2023,7:00,0.142,-,0.237
8/28/2023,7:06,0.138,-,0.239
8/28/2023,7:12,0.134,-,0.236
8/28/2023,7:18,0.131,-,0.237
8/28/2023,7:24,0.127,-,0.236
8/28/2023,7:30,0.124,-,0.241
8/28/2023,7:36,0.12,-,0.231
8/28/2023,7:42,0.117,-,0.222
8/28/2023,7:48,0.113,-,0.213
8/28/2023,7:54,0.11,-,0.212
8/28/2023,8:00,0.107,-,0.217
8/28/2023,8:06,0.103,-,0.224
8/28/2023,8:12,0.1,-,0.223
8/28/2023,8:18,0.097,-,0.218
8/28/2023,8:24,0.094,-,0.215
8/28/2023,8:30,0.09,-,0.209
8/28/2023,8:36,0.087,-,0.204
8/28/2023,8:42,0.084,-,0.203
8/28/2023,8:48,0.081,-,0.207
8/28/2023,8:54,0.078,-,0.211
8/28/2023,9:00,0.075,-,0.203
8/28/2023,9:06,0.072,-,0.196
8/28/2023,9:12,0.07,-,0.19
8/28/2023,9:18,0.067,-,0.187
8/28/2023,9:24,0.064,-,0.186
8/28/2023,9:30,0.061,-,0.188
8/28/2023,9:36,0.059,-,0.19
8/28/2023,9:42,0.056,-,0.192
8/28/2023,9:48,0.054,-,0.185
8/28/2023,9:54,0.051,-,0.185
8/28/2023,10:00,0.049,-,0.179
8/28/2023,10:06,0.047,-,0.177
8/28/2023,10:12,0.044,-,0.18
8/28/2023,10:18,0.042,-,0.185
8/28/2023,10:24,0.04,-,0.184
8/28/2023,10:30,0.038,-,0.187
8/28/2023,10:36,0.036,-,0.18
8/28/2023,10:42,0.034,-,0.173
8/28/2023,10:48,0.032,-,0.171
8/28/2023,10:54,0.03,-,0.172
8/28/2023,11:00,0.028,-,0.17
8/28/2023,11:06,0.027,-,0.167
8/28/2023,11:12,0.025,-,0.169
8/28/2023,11:18,0.023,-,0.172
8/28/2023,11:24,0.022,-,0.166
8/28/2023,11:30,0.02,-,0.167
8/28/2023,11:36,0.019,-,0.167
8/28/2023,11:42,0.018,-,0.167
8/28/2023,11:48,0.016,-,0.162
8/28/2023,11:54,0.015,-,0.159
8/28/2023,12:00,0.014,-,0.165
8/28/2023,12:06,0.013,-,0.161
8/28/2023,12:12,0.012,-,0.156
8/28/2023,12:18,0.011,-,0.156
8/28/2023,12:24,0.01,-,0.157
8/28/2023,12:30,0.009,-,0.158
8/28/2023,12:36,0.008,-,0.15
8/28/2023,12:42,0.007,-,0.146
8/28/2023,12:48,0.007,-,0.144
8/28/2023,12:54,0.006,-,0.144
8/28/2023,13:00,0.005,-,0.144
8/28/2023,13:06,0.005,-,0.142
8/28/2023,13:12,0.004,-,0.142
8/28/2023,13:18,0.004,-,0.141
8/28/2023,13:24,0.004,-,0.145
8/28/2023,13:30,0.003,-,0.144
8/28/2023,13:36,0.003,-,0.138
8/28/2023,13:42,0.003,-,0.137
8/28/2023,13:48,0.003,-,0.136
8/28/2023,13:54,0.003,-,0.142
8/28/2023,14:00,0.002,-,0.136
8/28/2023,14:06,0.003,-,0.133
8/28/2023,14:12,0.003,-,0.14
8/28/2023,14:18,0.003,-,0.141
8/28/2023,14:24,0.003,-,0.144
8/28/2023,14:30,0.003,-,0.135
8/28/2023,14:36,0.004,-,0.127
8/28/2023,14:42,0.004,-,0.129
8/28/2023,14:48,0.005,-,0.129
8/28/2023,14:54,0.005,-,0.13
8/28/2023,15:00,0.006,-,0.14
8/28/2023,15:06,0.006,-,0.145
8/28/2023,15:12,0.007,-,0.148
8/28/2023,15:18,0.008,-,0.151
8/28/2023,15:24,0.009,-,0.141
8/28/2023,15:30,0.01,-,0.137
8/28/2023,15:36,0.011,-,0.132
8/28/2023,15:42,0.012,-,0.131
8/28/2023,15:48,0.014,-,0.14
8/28/2023,15:54,0.015,-,0.149
8/28/2023,16:00,0.017,-,0.15
8/28/2023,16:06,0.018,-,0.151
8/28/2023,16:12,0.02,-,0.153
8/28/2023,16:18,0.022,-,0.146
8/28/2023,16:24,0.024,-,0.144
8/28/2023,16:30,0.026,-,0.143
8/28/2023,16:36,0.028,-,0.148
8/28/2023,16:42,0.03,-,0.153
8/28/2023,16:48,0.032,-,0.16
