Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
9/12/2023,0:00,0.242,-,0.341
9/12/2023,0:06,0.243,-,0.353
9/12/2023,0:12,0.243,-,0.356
9/12/2023,0:18,0.244,-,0.358
9/12/2023,0:24,0.244,-,0.357
9/12/2023,0:30,0.245,-,0.352
9/12/2023,0:36,0.245,-,0.346
9/12/2023,0:42,0.245,-,0.351
9/12/2023,0:48,0.246,-,0.357
9/12/2023,0:54,0.246,-,0.364
9/12/2023,1:00,0.246,-,0.368
9/12/2023,1:06,0.246,-,0.365
9/12/2023,1:12,0.246,-,0.36
9/12/2023,1:18,0.246,-,0.351
9/12/2023,1:24,0.245,-,0.349
9/12/2023,1:30,0.245,-,0.349
9/12/2023,1:36,0.245,-,0.354
9/12/2023,1:42,0.244,-,0.361
9/12/2023,1:48,0.244,-,0.367
9/12/2023,1:54,0.243,-,0.36
9/12/2023,2:00,0.243,-,0.354
9/12/2023,2:06,0.242,-,0.35
9/12/2023,2:12,0.241,-,0.347
9/12/2023,2:18,0.24,-,0.346
9/12/2023,2:24,0.239,-,0.35
9/12/2023,2:30,0.238,-,0.348
9/12/2023,2:36,0.237,-,0.347
9/12/2023,2:42,0.236,-,0.347
9/12/2023,2:48,0.235,-,0.341
9/12/2023,2:54,0.234,-,0.342
9/12/2023,3:00,0.232,-,0.348
9/12/2023,3:06,0.231,-,0.348
9/12/2023,3:12,0.229,-,0.346
9/12/2023,3:18,0.228,-,0.338
9/12/2023,3:24,0.226,-,0.333
9/12/2023,3:30,0.225,-,0.339
9/12/2023,3:36,0.223,-,0.331
9/12/2023,3:42,0.221,-,0.329
9/12/2023,3:48,0.219,-,0.33
9/12/2023,3:54,0.217,-,0.33
9/12/2023,4:00,0.215,-,0.329
9/12/2023,4:06,0.213,-,0.326
9/12/2023,4:12,0.211,-,0.324
9/12/2023,4:18,0.209,-,0.322
9/12/2023,4:24,0.207,-,0.317
9/12/2023,4:30,0.205,-,0.314
9/12/2023,4:36,0.203,-,0.308
9/12/2023,4:42,0.201,-,0.303
9/12/2023,4:48,0.199,-,0.306
9/12/2023,4:54,0.196,-,0.306
9/12/2023,5:00,0.194,-,0.307
9/12/2023,5:06,0.192,-,0.305
9/12/2023,5:12,0.19,-,0.309
9/12/2023,5:18,0.188,-,0.305
9/12/2023,5:24,0.186,-,0.305
9/12/2023,5:30,0.183,-,0.294
9/12/2023,5:36,0.181,-,0.287
9/12/2023,5:42,0.179,-,0.278
9/12/2023,5:48,0.177,-,0.277
9/12/2023,5:54,0.175,-,0.274
9/12/2023,6:00,0.173,-,0.271
9/12/2023,6:06,0.171,-,0.273
9/12/2023,6:12,0.169,-,0.266
9/12/2023,6:18,0.167,-,0.26
9/12/2023,6:24,0.165,-,0.255
9/12/2023,6:30,0.163,-,0.257
9/12/2023,6:36,0.161,-,0.255
9/12/2023,6:42,0.159,-,0.257
9/12/2023,6:48,0.158,-,0.254
9/12/2023,6:54,0.156,-,0.247
9/12/2023,7:00,0.154,-,0.24
9/12/2023,7:06,0.152,-,0.233
9/12/2023,7:12,0.151,-,0.234
9/12/2023,7:18,0.149,-,0.235
9/12/2023,7:24,0.148,-,0.234
9/12/2023,7:30,0.146,-,0.237
9/12/2023,7:36,0.145,-,0.236
9/12/2023,7:42,0.143,-,0.236
9/12/2023,7:48,0.142,-,0.229
9/12/2023,7:54,0.14,-,0.231
9/12/2023,8:00,0.139,-,0.23
9/12/2023,8:06,0.137,-,0.232
9/12/2023,8:12,0.136,-,0.242
9/12/2023,8:18,0.135,-,0.244
9/12/2023,8:24,0.133,-,0.242
9/12/2023,8:30,0.132,-,0.232
9/12/2023,8:36,0.131,-,0.228
9/12/2023,8:42,0.129,-,0.225
9/12/2023,8:48,0.128,-,0.224
9/12/2023,8:54,0.127,-,0.23
9/12/2023,9:00,0.126,-,0.231
9/12/2023,9:06,0.124,-,0.227
9/12/2023,9:12,0.123,-,0.232
9/12/2023,9:18,0.122,-,0.233
9/12/2023,9:24,0.12,-,0.228
9/12/2023,9:30,0.119,-,0.225
9/12/2023,9:36,0.118,-,0.232
9/12/2023,9:42,0.116,-,0.237
9/12/2023,9:48,0.115,-,0.234
9/12/2023,9:54,0.114,-,0.228
9/12/2023,10:00,0.112,-,0.22
9/12/2023,10:06,0.111,-,0.221
9/12/2023,10:12,0.109,-,0.218
9/12/2023,10:18,0.108,-,0.217
9/12/2023,10:24,0.107,-,0.214
9/12/2023,10:30,0.105,-,0.226
9/12/2023,10:36,0.104,-,0.23
9/12/2023,10:42,0.102,-,0.229
9/12/2023,10:48,0.101,-,0.212
9/12/2023,10:54,0.1,-,0.203
9/12/2023,11:00,0.098,-,0.196
9/12/2023,11:06,0.097,-,0.201
9/12/2023,11:12,0.095,-,0.202
9/12/2023,11:18,0.094,-,0.209
9/12/2023,11:24,0.092,-,0.209
9/12/2023,11:30,0.091,-,0.212
9/12/2023,11:36,0.09,-,0.21
9/12/2023,11:42,0.088,-,0.197
9/12/2023,11:48,0.087,-,0.191
9/12/2023,11:54,0.086,-,0.184
9/12/2023,12:00,0.084,-,0.189
9/12/2023,12:06,0.083,-,0.192
9/12/2023,12:12,0.082,-,0.195
9/12/2023,12:18,0.081,-,0.195
9/12/2023,12:24,0.079,-,0.199
9/12/2023,12:30,0.078,-,0.191
9/12/2023,12:36,0.077,-,0.182
9/12/2023,12:42,0.076,-,0.167
9/12/2023,12:48,0.075,-,0.172
9/12/2023,12:54,0.074,-,0.174
9/12/2023,13:00,0.073,-,0.179
9/12/2023,13:06,0.072,-,0.178
9/12/2023,13:12,0.071,-,0.182
9/12/2023,13:18,0.07,-,0.171
9/12/2023,13:24,0.07,-,0.177
9/12/2023,13:30,0.069,-,0.167
9/12/2023,13:36,0.068,-,0.163
9/12/2023,13:42,0.068,-,0.164
9/12/2023,13:48,0.067,-,0.17
9/12/2023,13:54,0.066,-,0.17
9/12/2023,14:00,0.066,-,0.167
9/12/2023,14:06,0.065,-,0.161
9/12/2023,14:12,0.065,-,0.156
9/12/2023,14:18,0.065,-,0.163
9/12/2023,14:24,0.064,-,0.161
9/12/2023,14:30,0.064,-,0.165
9/12/2023,14:36,0.064,-,0.164
9/12/2023,14:42,0.063,-,0.161
9/12/2023,14:48,0.063,-,0.153
9/12/2023,14:54,0.063,-,0.154
9/12/2023,15:00,0.063,-,0.154
9/12/2023,15:06,0.063,-,0.154
9/12/2023,15:12,0.063,-,0.157
9/12/2023,15:18,0.063,-,0.158
9/12/2023,15:24,0.063,-,0.154
9/12/2023,15:30,0.064,-,0.15
9/12/2023,15:36,0.064,-,0.155
9/12/2023,15:42,0.064,-,0.142
9/12/2023,15:48,0.064,-,0.146
9/12/2023,15:54,0.065,-,0.149
9/12/2023,16:00,0.065,-,0.159
9/12/2023,16:06,0.066,-,0.162
9/12/2023,16:12,0.066,-,0.159
9/12/2023,16:18,0.067,-,0.169
9/12/2023,16:24,0.068,-,0.162
9/12/2023,16:30,0.069,-,0.156
9/12/2023,16:36,0.069,-,0.159
9/12/2023,16:42,0.07,-,0.167
9/12/2023,16:48,0.071,-,0.166
9/12/2023,16:54,0.072,-,0.18
9/12/2023,17:00,0.074,-,0.172
9/12/2023,17:06,0.075,-,0.178
9/12/2023,17:12,0.076,-,0.18
9/12/2023,17:18,0.077,-,0.17
9/12/2023,17:24,0.079,-,0.179
9/12/2023,17:30,0.081,-,0.173
9/12/2023,17:36,0.082,-,0.173
9/12/2023,17:42,0.084,-,0.177
9/12/2023,17:48,0.086,-,0.174
9/12/2023,17:54,0.088,-,0.178
9/12/2023,18:00,0.09,-,0.189
9/12/2023,18:06,0.092,-,0.183
9/12/2023,18:12,0.094,-,0.19
9/12/2023,18:18,0.096,-,0.189
9/12/2023,18:24,0.099,-,0.187
9/12/2023,18:30,0.101,-,0.189
9/12/2023,18:36,0.103,-,0.193
9/12/2023,18:42,0.106,-,0.195
9/12/2023,18:48,0.109,-,0.204
9/12/2023,18:54,0.112,-,0.213
9/12/2023,19:00,0.114,-,0.216
9/12/2023,19:06,0.117,-,0.211
9/12/2023,19:12,0.12,-,0.211
9/12/2023,19:18,0.123,-,0.204
9/12/2023,19:24,0.126,-,0.217
9/12/2023,19:30,0.129,-,0.215
9/12/2023,19:36,0.132,-,0.218
9/12/2023,19:42,0.136,-,0.225
9/12/2023,19:48,0.139,-,0.232
9/12/2023,19:54,0.142,-,0.236
9/12/2023,20:00,0.145,-,0.234
9/12/2023,20:06,0.149,-,0.23
9/12/2023,20:12,0.152,-,0.24
9/12/2023,20:18,0.155,-,0.252
9/12/2023,20:24,0.159,-,0.247
9/12/2023,20:30,0.162,-,0.255
9/12/2023,20:36,0.165,-,0.257
9/12/2023,20:42,0.169,-,0.262
9/12/2023,20:48,0.172,-,0.264
9/12/2023,20:54,0.175,-,0.264
9/12/2023,21:00,0.178,-,0.268
9/12/2023,21:06,0.181,-,0.275
9/12/2023,21:12,0.184,-,0.283
9/12/2023,21:18,0.187,-,0.284
9/12/2023,21:24,0.19,-,0.299
9/12/2023,21:30,0.193,-,0.294
9/12/2023,21:36,0.196,-,0.295
9/12/2023,21:42,0.199,-,0.295
9/12/2023,21:48,0.202,-,0.291
9/12/2023,21:54,0.204,-,0.297
9/12/2023,22:00,0.207,-,0.302
9/12/2023,22:06,0.209,-,0.322
9/12/2023,22:12,0.211,-,0.318
9/12/2023,22:18,0.214,-,0.323
9/12/2023,22:24,0.216,-,0.319
9/12/2023,22:30,0.218,-,0.313
9/12/2023,22:36,0.22,-,0.315
9/12/2023,22:42,0.222,-,0.309
9/12/2023,22:48,0.224,-,0.318
9/12/2023,22:54,0.225,-,0.328
9/12/2023,23:00,0.227,-,0.34
9/12/2023,23:06,0.228,-,0.344
9/12/2023,23:12,0.23,-,0.344
9/12/2023,23:18,0.231,-,0.333
9/12/2023,23:24,0.232,-,0.318
9/12/2023,23:30,0.233,-,0.312
9/12/2023,23:36,0.234,-,0.318
9/12/2023,23:42,0.235,-,0.325
9/12/2023,23:48,0.236,-,0.336
9/12/2023,23:54,0.237,-,0.339
9/13/2023,0:00,0.238,-,0.337
9/13/2023,0:06,0.239,-,0.328
9/13/2023,0:12,0.239,-,0.325
9/13/2023,0:18,0.24,-,0.319
9/13/2023,0:24,0.24,-,0.313
9/13/2023,0:30,0.24,-,0.317
9/13/2023,0:36,0.241,-,0.33
9/13/2023,0:42,0.241,-,0.337
9/13/2023,0:48,0.241,-,0.332
9/13/2023,0:54,0.241,-,0.327
9/13/2023,1:00,0.241,-,0.327
9/13/2023,1:06,0.241,-,0.324
9/13/2023,1:12,0.241,-,0.318
9/13/2023,1:18,0.241,-,0.325
9/13/2023,1:24,0.241,-,0.324
9/13/2023,1:30,0.241,-,0.325
9/13/2023,1:36,0.241,-,0.326
9/13/2023,1:42,0.24,-,0.328
9/13/2023,1:48,0.24,-,0.323
9/13/2023,1:54,0.239,-,0.32
9/13/2023,2:00,0.239,-,0.324
9/13/2023,2:06,0.238,-,0.328
9/13/2023,2:12,0.238,-,0.319
9/13/2023,2:18,0.237,-,0.316
9/13/2023,2:24,0.237,-,0.314
9/13/2023,2:30,0.236,-,0.313
9/13/2023,2:36,0.235,-,0.308
9/13/2023,2:42,0.234,-,0.315
9/13/2023,2:48,0.234,-,0.309
9/13/2023,2:54,0.233,-,0.31
9/13/2023,3:00,0.232,-,0.301
9/13/2023,3:06,0.231,-,0.301
9/13/2023,3:12,0.23,-,0.299
9/13/2023,3:18,0.229,-,0.295
9/13/2023,3:24,0.227,-,0.293
9/13/2023,3:30,0.226,-,0.288
9/13/2023,3:36,0.225,-,0.295
9/13/2023,3:42,0.224,-,0.289
9/13/2023,3:48,0.222,-,0.294
9/13/2023,3:54,0.221,-,0.287
9/13/2023,4:00,0.22,-,0.285
9/13/2023,4:06,0.218,-,0.281
9/13/2023,4:12,0.217,-,0.273
9/13/2023,4:18,0.215,-,0.276
9/13/2023,4:24,0.213,-,0.268
9/13/2023,4:30,0.212,-,0.261
9/13/2023,4:36,0.21,-,0.259
9/13/2023,4:42,0.208,-,0.259
9/13/2023,4:48,0.207,-,0.257
9/13/2023,4:54,0.205,-,0.263
9/13/2023,5:00,0.203,-,0.262
9/13/2023,5:06,0.201,-,0.257
9/13/2023,5:12,0.199,-,0.257
9/13/2023,5:18,0.198,-,0.253
9/13/2023,5:24,0.196,-,0.254
9/13/2023,5:30,0.194,-,0.259
9/13/2023,5:36,0.192,-,0.25
9/13/2023,5:42,0.19,-,0.246
9/13/2023,5:48,0.189,-,0.237
9/13/2023,5:54,0.187,-,0.234
9/13/2023,6:00,0.185,-,0.234
9/13/2023,6:06,0.183,-,0.241
9/13/2023,6:12,0.181,-,0.241
9/13/2023,6:18,0.18,-,0.246
9/13/2023,6:24,0.178,-,0.237
9/13/2023,6:30,0.176,-,0.235
9/13/2023,6:36,0.175,-,0.23
9/13/2023,6:42,0.173,-,0.223
9/13/2023,6:48,0.172,-,0.234
9/13/2023,6:54,0.17,-,0.235
9/13/2023,7:00,0.169,-,0.237
9/13/2023,7:06,0.167,-,0.234
9/13/2023,7:12,0.166,-,0.23
9/13/2023,7:18,0.165,-,0.225
9/13/2023,7:24,0.163,-,0.218
9/13/2023,7:30,0.162,-,0.222
9/13/2023,7:36,0.161,-,0.223
9/13/2023,7:42,0.16,-,0.229
9/13/2023,7:48,0.159,-,0.24
9/13/2023,7:54,0.158,-,0.24
9/13/2023,8:00,0.156,-,0.239
9/13/2023,8:06,0.155,-,0.234
9/13/2023,8:12,0.155,-,0.23
9/13/2023,8:18,0.154,-,0.238
9/13/2023,8:24,0.153,-,0.241
9/13/2023,8:30,0.152,-,0.245
9/13/2023,8:36,0.151,-,0.245
9/13/2023,8:42,0.15,-,0.243
9/13/2023,8:48,0.149,-,0.237
9/13/2023,8:54,0.149,-,0.231
9/13/2023,9:00,0.148,-,0.226
9/13/2023,9:06,0.147,-,0.235
9/13/2023,9:12,0.146,-,0.248
9/13/2023,9:18,0.145,-,0.257
9/13/2023,9:24,0.145,-,0.261
9/13/2023,9:30,0.144,-,0.252
9/13/2023,9:36,0.143,-,0.251
9/13/2023,9:42,0.142,-,0.25
9/13/2023,9:48,0.141,-,0.245
9/13/2023,9:54,0.14,-,0.235
9/13/2023,10:00,0.14,-,0.228
9/13/2023,10:06,0.139,-,0.242
9/13/2023,10:12,0.138,-,0.253
9/13/2023,10:18,0.137,-,0.255
9/13/2023,10:24,0.136,-,0.242
9/13/2023,10:30,0.135,-,0.23
9/13/2023,10:36,0.134,-,0.222
9/13/2023,10:42,0.133,-,0.22
9/13/2023,10:48,0.132,-,0.227
9/13/2023,10:54,0.131,-,0.231
9/13/2023,11:00,0.129,-,0.234
9/13/2023,11:06,0.128,-,0.227
9/13/2023,11:12,0.127,-,0.221
9/13/2023,11:18,0.126,-,0.213
9/13/2023,11:24,0.125,-,0.196
9/13/2023,11:30,0.123,-,0.197
9/13/2023,11:36,0.122,-,0.203
9/13/2023,11:42,0.121,-,0.205
9/13/2023,11:48,0.119,-,0.2
9/13/2023,11:54,0.118,-,0.206
9/13/2023,12:00,0.117,-,0.198
9/13/2023,12:06,0.115,-,0.2
9/13/2023,12:12,0.114,-,0.195
9/13/2023,12:18,0.112,-,0.183
9/13/2023,12:24,0.111,-,0.18
9/13/2023,12:30,0.11,-,0.183
9/13/2023,12:36,0.108,-,0.188
9/13/2023,12:42,0.107,-,0.18
9/13/2023,12:48,0.106,-,0.19
9/13/2023,12:54,0.105,-,0.182
9/13/2023,13:00,0.103,-,0.181
9/13/2023,13:06,0.102,-,0.168
9/13/2023,13:12,0.101,-,0.177
9/13/2023,13:18,0.1,-,0.173
9/13/2023,13:24,0.098,-,0.165
9/13/2023,13:30,0.097,-,0.172
9/13/2023,13:36,0.096,-,0.173
9/13/2023,13:42,0.095,-,0.169
9/13/2023,13:48,0.094,-,0.18
9/13/2023,13:54,0.093,-,0.173
9/13/2023,14:00,0.092,-,0.165
9/13/2023,14:06,0.092,-,0.16
9/13/2023,14:12,0.091,-,0.152
9/13/2023,14:18,0.09,-,0.151
9/13/2023,14:24,0.089,-,0.144
9/13/2023,14:30,0.089,-,0.15
9/13/2023,14:36,0.088,-,0.153
9/13/2023,14:42,0.088,-,0.162
9/13/2023,14:48,0.087,-,0.161
9/13/2023,14:54,0.087,-,0.161
9/13/2023,15:00,0.086,-,0.159
9/13/2023,15:06,0.086,-,0.148
9/13/2023,15:12,0.086,-,0.151
9/13/2023,15:18,0.086,-,0.152
9/13/2023,15:24,0.085,-,0.149
9/13/2023,15:30,0.085,-,0.155
9/13/2023,15:36,0.085,-,0.159
9/13/2023,15:42,0.085,-,0.162
9/13/2023,15:48,0.085,-,0.156
9/13/2023,15:54,0.085,-,0.147
9/13/2023,16:00,0.086,-,0.151
9/13/2023,16:06,0.086,-,0.158
9/13/2023,16:12,0.086,-,0.164
9/13/2023,16:18,0.086,-,0.168
9/13/2023,16:24,0.087,-,0.162
9/13/2023,16:30,0.087,-,0.166
9/13/2023,16:36,0.088,-,0.163
9/13/2023,16:42,0.088,-,0.158
9/13/2023,16:48,0.089,-,0.154
9/13/2023,16:54,0.089,-,0.157
9/13/2023,17:00,0.09,-,0.157
9/13/2023,17:06,0.091,-,0.167
9/13/2023,17:12,0.092,-,0.172
9/13/2023,17:18,0.093,-,0.164
9/13/2023,17:24,0.094,-,0.162
9/13/2023,17:30,0.095,-,0.167
9/13/2023,17:36,0.096,-,0.166
9/13/2023,17:42,0.097,-,0.173
9/13/2023,17:48,0.098,-,0.177
9/13/2023,17:54,0.099,-,0.182
9/13/2023,18:00,0.101,-,0.19
9/13/2023,18:06,0.102,-,0.189
9/13/2023,18:12,0.104,-,0.192
9/13/2023,18:18,0.105,-,0.193
9/13/2023,18:24,0.107,-,0.198
9/13/2023,18:30,0.109,-,0.205
9/13/2023,18:36,0.11,-,0.206
9/13/2023,18:42,0.112,-,0.207
9/13/2023,18:48,0.114,-,0.208
9/13/2023,18:54,0.116,-,0.21
9/13/2023,19:00,0.118,-,0.214
9/13/2023,19:06,0.121,-,0.213
9/13/2023,19:12,0.123,-,0.217
9/13/2023,19:18,0.125,-,0.225
9/13/2023,19:24,0.128,-,0.232
9/13/2023,19:30,0.13,-,0.234
9/13/2023,19:36,0.133,-,0.233
9/13/2023,19:42,0.135,-,0.227
9/13/2023,19:48,0.138,-,0.228
9/13/2023,19:54,0.141,-,0.226
9/13/2023,20:00,0.143,-,0.231
9/13/2023,20:06,0.146,-,0.239
9/13/2023,20:12,0.149,-,0.243
9/13/2023,20:18,0.152,-,0.238
9/13/2023,20:24,0.155,-,0.247
9/13/2023,20:30,0.158,-,0.246
9/13/2023,20:36,0.161,-,0.249
9/13/2023,20:42,0.163,-,0.252
9/13/2023,20:48,0.166,-,0.255
9/13/2023,20:54,0.169,-,0.261
9/13/2023,21:00,0.172,-,0.258
9/13/2023,21:06,0.175,-,0.258
9/13/2023,21:12,0.178,-,0.264
9/13/2023,21:18,0.181,-,0.264
9/13/2023,21:24,0.184,-,0.267
9/13/2023,21:30,0.187,-,0.271
9/13/2023,21:36,0.19,-,0.281
9/13/2023,21:42,0.192,-,0.283
9/13/2023,21:48,0.195,-,0.289
9/13/2023,21:54,0.198,-,0.286
9/13/2023,22:00,0.2,-,0.284
9/13/2023,22:06,0.203,-,0.286
9/13/2023,22:12,0.205,-,0.294
9/13/2023,22:18,0.207,-,0.294
9/13/2023,22:24,0.21,-,0.298
9/13/2023,22:30,0.212,-,0.295
9/13/2023,22:36,0.214,-,0.301
9/13/2023,22:42,0.216,-,0.299
9/13/2023,22:48,0.218,-,0.309
9/13/2023,22:54,0.219,-,0.312
9/13/2023,23:00,0.221,-,0.313
9/13/2023,23:06,0.223,-,0.315
9/13/2023,23:12,0.224,-,0.314
9/13/2023,23:18,0.226,-,0.311
9/13/2023,23:24,0.227,-,0.312
9/13/2023,23:30,0.228,-,0.32
9/13/2023,23:36,0.229,-,0.329
9/13/2023,23:42,0.23,-,0.331
9/13/2023,23:48,0.231,-,0.33
9/13/2023,23:54,0.232,-,0.326
9/14/2023,0:00,0.232,-,0.326
9/14/2023,0:06,0.233,-,0.324
9/14/2023,0:12,0.233,-,0.32
9/14/2023,0:18,0.234,-,0.323
9/14/2023,0:24,0.234,-,0.331
9/14/2023,0:30,0.234,-,0.333
9/14/2023,0:36,0.234,-,0.339
9/14/2023,0:42,0.234,-,0.334
9/14/2023,0:48,0.234,-,0.328
9/14/2023,0:54,0.234,-,0.319
9/14/2023,1:00,0.234,-,0.317
9/14/2023,1:06,0.234,-,0.316
9/14/2023,1:12,0.234,-,0.32
9/14/2023,1:18,0.234,-,0.327
9/14/2023,1:24,0.233,-,0.332
9/14/2023,1:30,0.233,-,0.332
9/14/2023,1:36,0.232,-,0.326
9/14/2023,1:42,0.232,-,0.318
9/14/2023,1:48,0.231,-,0.306
9/14/2023,1:54,0.231,-,0.298
9/14/2023,2:00,0.23,-,0.3
9/14/2023,2:06,0.23,-,0.305
9/14/2023,2:12,0.229,-,0.314
9/14/2023,2:18,0.228,-,0.316
9/14/2023,2:24,0.228,-,0.314
9/14/2023,2:30,0.227,-,0.307
9/14/2023,2:36,0.226,-,0.299
9/14/2023,2:42,0.225,-,0.293
9/14/2023,2:48,0.224,-,0.294
9/14/2023,2:54,0.224,-,0.295
9/14/2023,3:00,0.223,-,0.3
9/14/2023,3:06,0.222,-,0.304
9/14/2023,3:12,0.221,-,0.309
9/14/2023,3:18,0.22,-,0.304
9/14/2023,3:24,0.219,-,0.299
9/14/2023,3:30,0.218,-,0.292
9/14/2023,3:36,0.217,-,0.296
9/14/2023,3:42,0.216,-,0.294
9/14/2023,3:48,0.215,-,0.3
9/14/2023,3:54,0.214,-,0.291
9/14/2023,4:00,0.213,-,0.292
9/14/2023,4:06,0.212,-,0.292
9/14/2023,4:12,0.211,-,0.291
9/14/2023,4:18,0.21,-,0.285
9/14/2023,4:24,0.209,-,0.285
9/14/2023,4:30,0.207,-,0.288
9/14/2023,4:36,0.206,-,0.287
9/14/2023,4:42,0.205,-,0.287
9/14/2023,4:48,0.204,-,0.282
9/14/2023,4:54,0.202,-,0.282
9/14/2023,5:00,0.201,-,0.282
9/14/2023,5:06,0.2,-,0.285
9/14/2023,5:12,0.198,-,0.286
9/14/2023,5:18,0.197,-,0.284
9/14/2023,5:24,0.196,-,0.282
9/14/2023,5:30,0.194,-,0.283
9/14/2023,5:36,0.193,-,0.28
9/14/2023,5:42,0.191,-,0.282
9/14/2023,5:48,0.19,-,0.286
9/14/2023,5:54,0.189,-,0.281
9/14/2023,6:00,0.187,-,0.28
9/14/2023,6:06,0.186,-,0.276
9/14/2023,6:12,0.185,-,0.273
9/14/2023,6:18,0.183,-,0.269
9/14/2023,6:24,0.182,-,0.265
9/14/2023,6:30,0.181,-,0.269
9/14/2023,6:36,0.179,-,0.265
9/14/2023,6:42,0.178,-,0.265
9/14/2023,6:48,0.177,-,0.263
9/14/2023,6:54,0.176,-,0.26
9/14/2023,7:00,0.174,-,0.25
9/14/2023,7:06,0.173,-,0.248
9/14/2023,7:12,0.172,-,0.249
9/14/2023,7:18,0.171,-,0.25
9/14/2023,7:24,0.17,-,0.25
9/14/2023,7:30,0.169,-,0.258
9/14/2023,7:36,0.168,-,0.263
9/14/2023,7:42,0.167,-,0.261
9/14/2023,7:48,0.166,-,0.26
9/14/2023,7:54,0.166,-,0.253
9/14/2023,8:00,0.165,-,0.252
9/14/2023,8:06,0.164,-,0.245
9/14/2023,8:12,0.164,-,0.243
9/14/2023,8:18,0.163,-,0.24
9/14/2023,8:24,0.162,-,0.243
9/14/2023,8:30,0.162,-,0.256
9/14/2023,8:36,0.161,-,0.264
9/14/2023,8:42,0.161,-,0.268
9/14/2023,8:48,0.161,-,0.258
9/14/2023,8:54,0.16,-,0.25
9/14/2023,9:00,0.16,-,0.24
9/14/2023,9:06,0.16,-,0.238
9/14/2023,9:12,0.159,-,0.237
9/14/2023,9:18,0.159,-,0.243
9/14/2023,9:24,0.159,-,0.26
9/14/2023,9:30,0.159,-,0.268
9/14/2023,9:36,0.159,-,0.264
9/14/2023,9:42,0.158,-,0.254
9/14/2023,9:48,0.158,-,0.25
9/14/2023,9:54,0.158,-,0.25
9/14/2023,10:00,0.158,-,0.246
9/14/2023,10:06,0.157,-,0.248
9/14/2023,10:12,0.157,-,0.257
9/14/2023,10:18,0.157,-,0.259
9/14/2023,10:24,0.157,-,0.262
9/14/2023,10:30,0.156,-,0.255
9/14/2023,10:36,0.156,-,0.253
9/14/2023,10:42,0.155,-,0.247
9/14/2023,10:48,0.155,-,0.255
9/14/2023,10:54,0.154,-,0.261
9/14/2023,11:00,0.154,-,0.262
9/14/2023,11:06,0.153,-,0.267
9/14/2023,11:12,0.153,-,0.266
9/14/2023,11:18,0.152,-,0.263
9/14/2023,11:24,0.151,-,0.26
9/14/2023,11:30,0.151,-,0.261
9/14/2023,11:36,0.15,-,0.259
9/14/2023,11:42,0.149,-,0.263
9/14/2023,11:48,0.148,-,0.266
9/14/2023,11:54,0.147,-,0.263
9/14/2023,12:00,0.146,-,0.253
9/14/2023,12:06,0.145,-,0.254
9/14/2023,12:12,0.144,-,0.257
9/14/2023,12:18,0.143,-,0.262
9/14/2023,12:24,0.142,-,0.259
9/14/2023,12:30,0.141,-,0.262
9/14/2023,12:36,0.14,-,0.256
9/14/2023,12:42,0.138,-,0.256
9/14/2023,12:48,0.137,-,0.252
9/14/2023,12:54,0.136,-,0.255
9/14/2023,13:00,0.135,-,0.255
9/14/2023,13:06,0.133,-,0.257
9/14/2023,13:12,0.132,-,0.257
9/14/2023,13:18,0.131,-,0.252
9/14/2023,13:24,0.13,-,0.246
9/14/2023,13:30,0.128,-,0.25
9/14/2023,13:36,0.127,-,0.249
9/14/2023,13:42,0.126,-,0.251
9/14/2023,13:48,0.125,-,0.251
9/14/2023,13:54,0.124,-,0.245
9/14/2023,14:00,0.123,-,0.236
9/14/2023,14:06,0.122,-,0.228
9/14/2023,14:12,0.121,-,0.228
9/14/2023,14:18,0.12,-,0.233
9/14/2023,14:24,0.119,-,0.234
9/14/2023,14:30,0.118,-,0.24
9/14/2023,14:36,0.117,-,0.242
9/14/2023,14:42,0.116,-,0.236
9/14/2023,14:48,0.115,-,0.229
9/14/2023,14:54,0.115,-,0.227
9/14/2023,15:00,0.114,-,0.223
9/14/2023,15:06,0.113,-,0.22
9/14/2023,15:12,0.113,-,0.218
9/14/2023,15:18,0.112,-,0.218
9/14/2023,15:24,0.112,-,0.218
9/14/2023,15:30,0.112,-,0.215
9/14/2023,15:36,0.111,-,0.215
9/14/2023,15:42,0.111,-,0.211
9/14/2023,15:48,0.111,-,0.216
9/14/2023,15:54,0.111,-,0.216
9/14/2023,16:00,0.111,-,0.218
9/14/2023,16:06,0.111,-,0.211
9/14/2023,16:12,0.111,-,0.204
9/14/2023,16:18,0.111,-,0.201
9/14/2023,16:24,0.111,-,0.203
9/14/2023,16:30,0.111,-,0.204
9/14/2023,16:36,0.111,-,0.206
9/14/2023,16:42,0.112,-,0.209
9/14/2023,16:48,0.112,-,0.213
9/14/2023,16:54,0.112,-,0.215
9/14/2023,17:00,0.113,-,0.214
9/14/2023,17:06,0.113,-,0.21
9/14/2023,17:12,0.114,-,0.209
9/14/2023,17:18,0.114,-,0.203
9/14/2023,17:24,0.115,-,0.206
9/14/2023,17:30,0.116,-,0.212
9/14/2023,17:36,0.116,-,0.219
9/14/2023,17:42,0.117,-,0.221
9/14/2023,17:48,0.118,-,0.22
9/14/2023,17:54,0.119,-,0.213
9/14/2023,18:00,0.12,-,0.213
9/14/2023,18:06,0.121,-,0.213
9/14/2023,18:12,0.122,-,0.213
9/14/2023,18:18,0.123,-,0.217
9/14/2023,18:24,0.124,-,0.224
